municipio,trimestre,Ocupação no trabalho,quantidade de ocupação no trabalho
Rondônia,1º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",157.0
Rondônia,1º trimestre 2020,"Transporte, armazenagem e correio",39.0
Rondônia,1º trimestre 2020,Alojamento e alimentação,38.0
Rondônia,1º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",61.0
Rondônia,1º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",150.0
Rondônia,1º trimestre 2020,Outros serviços,34.0
Rondônia,1º trimestre 2020,Serviços domésticos,47.0
Rondônia,1º trimestre 2020,Atividades mal definidas,5.0
Rondônia,2º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",159.0
Rondônia,2º trimestre 2020,Indústria geral,61.0
Rondônia,2º trimestre 2020,Indústria de transformação,53.0
Rondônia,2º trimestre 2020,Construção,53.0
Rondônia,2º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",138.0
Rondônia,2º trimestre 2020,"Transporte, armazenagem e correio",32.0
Rondônia,2º trimestre 2020,Alojamento e alimentação,27.0
Rondônia,2º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",58.0
Rondônia,2º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",142.0
Rondônia,2º trimestre 2020,Outros serviços,32.0
Rondônia,2º trimestre 2020,Serviços domésticos,29.0
Rondônia,2º trimestre 2020,Atividades mal definidas,0.0
Rondônia,3º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",143.0
Rondônia,3º trimestre 2020,Indústria geral,68.0
Rondônia,3º trimestre 2020,Indústria de transformação,60.0
Rondônia,3º trimestre 2020,Construção,54.0
Rondônia,3º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",142.0
Rondônia,3º trimestre 2020,"Transporte, armazenagem e correio",29.0
Rondônia,3º trimestre 2020,Alojamento e alimentação,21.0
Rondônia,3º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",55.0
Rondônia,3º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",133.0
Rondônia,3º trimestre 2020,Outros serviços,39.0
Rondônia,3º trimestre 2020,Serviços domésticos,32.0
Rondônia,3º trimestre 2020,Atividades mal definidas,4.0
Rondônia,4º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",162.0
Rondônia,4º trimestre 2020,Indústria geral,76.0
Rondônia,4º trimestre 2020,Indústria de transformação,68.0
Rondônia,4º trimestre 2020,Construção,61.0
Rondônia,4º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",144.0
Rondônia,4º trimestre 2020,"Transporte, armazenagem e correio",31.0
Rondônia,4º trimestre 2020,Alojamento e alimentação,29.0
Rondônia,4º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",53.0
Rondônia,4º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",125.0
Rondônia,4º trimestre 2020,Outros serviços,36.0
Rondônia,4º trimestre 2020,Serviços domésticos,34.0
Rondônia,4º trimestre 2020,Atividades mal definidas,0.0
Rondônia,1º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",154.0
Rondônia,1º trimestre 2021,Indústria geral,78.0
Rondônia,1º trimestre 2021,Indústria de transformação,71.0
Rondônia,1º trimestre 2021,Construção,59.0
Rondônia,1º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",151.0
Rondônia,1º trimestre 2021,"Transporte, armazenagem e correio",27.0
Rondônia,1º trimestre 2021,Alojamento e alimentação,29.0
Rondônia,1º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",63.0
Rondônia,1º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",125.0
Rondônia,1º trimestre 2021,Outros serviços,33.0
Rondônia,1º trimestre 2021,Serviços domésticos,31.0
Rondônia,1º trimestre 2021,Atividades mal definidas,0.0
Rondônia,2º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",155.0
Rondônia,2º trimestre 2021,Indústria geral,75.0
Rondônia,2º trimestre 2021,Indústria de transformação,67.0
Rondônia,2º trimestre 2021,Construção,64.0
Rondônia,2º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",156.0
Rondônia,2º trimestre 2021,"Transporte, armazenagem e correio",29.0
Rondônia,2º trimestre 2021,Alojamento e alimentação,33.0
Rondônia,2º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",57.0
Rondônia,2º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",138.0
Rondônia,2º trimestre 2021,Outros serviços,32.0
Rondônia,2º trimestre 2021,Serviços domésticos,41.0
Rondônia,2º trimestre 2021,Atividades mal definidas,2.0
Rondônia,3º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",154.0
Rondônia,3º trimestre 2021,Indústria geral,75.0
Rondônia,3º trimestre 2021,Indústria de transformação,67.0
Rondônia,3º trimestre 2021,Construção,65.0
Rondônia,3º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",179.0
Rondônia,3º trimestre 2021,"Transporte, armazenagem e correio",40.0
Rondônia,3º trimestre 2021,Alojamento e alimentação,42.0
Rondônia,3º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",61.0
Rondônia,3º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",135.0
Rondônia,3º trimestre 2021,Outros serviços,30.0
Rondônia,3º trimestre 2021,Serviços domésticos,43.0
Rondônia,3º trimestre 2021,Atividades mal definidas,2.0
Rondônia,4º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",152.0
Rondônia,4º trimestre 2021,Indústria geral,82.0
Rondônia,4º trimestre 2021,Indústria de transformação,66.0
Rondônia,4º trimestre 2021,Construção,63.0
Rondônia,4º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",185.0
Rondônia,4º trimestre 2021,"Transporte, armazenagem e correio",43.0
Rondônia,4º trimestre 2021,Alojamento e alimentação,42.0
Rondônia,4º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",66.0
Rondônia,4º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",144.0
Rondônia,4º trimestre 2021,Outros serviços,29.0
Rondônia,4º trimestre 2021,Serviços domésticos,45.0
Rondônia,4º trimestre 2021,Atividades mal definidas,2.0
Rondônia,1º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",167.0
Rondônia,1º trimestre 2022,Indústria geral,80.0
Rondônia,1º trimestre 2022,Indústria de transformação,69.0
Rondônia,1º trimestre 2022,Construção,55.0
Rondônia,1º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",169.0
Rondônia,1º trimestre 2022,"Transporte, armazenagem e correio",37.0
Rondônia,1º trimestre 2022,Alojamento e alimentação,43.0
Rondônia,1º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",64.0
Rondônia,1º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",151.0
Rondônia,1º trimestre 2022,Outros serviços,29.0
Rondônia,1º trimestre 2022,Serviços domésticos,39.0
Rondônia,1º trimestre 2022,Atividades mal definidas,2.0
Rondônia,2º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",166.0
Rondônia,2º trimestre 2022,Indústria geral,72.0
Rondônia,2º trimestre 2022,Indústria de transformação,61.0
Rondônia,2º trimestre 2022,Construção,66.0
Rondônia,2º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",168.0
Rondônia,2º trimestre 2022,"Transporte, armazenagem e correio",38.0
Rondônia,2º trimestre 2022,Alojamento e alimentação,31.0
Rondônia,2º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",58.0
Rondônia,2º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",155.0
Rondônia,2º trimestre 2022,Outros serviços,35.0
Rondônia,2º trimestre 2022,Serviços domésticos,47.0
Rondônia,2º trimestre 2022,Atividades mal definidas,7.0
Rondônia,3º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",170.0
Rondônia,3º trimestre 2022,Indústria geral,62.0
Rondônia,3º trimestre 2022,Indústria de transformação,50.0
Rondônia,3º trimestre 2022,Construção,59.0
Rondônia,3º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",193.0
Rondônia,3º trimestre 2022,"Transporte, armazenagem e correio",36.0
Rondônia,3º trimestre 2022,Alojamento e alimentação,30.0
Rondônia,3º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",72.0
Rondônia,3º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",163.0
Rondônia,3º trimestre 2022,Outros serviços,32.0
Rondônia,3º trimestre 2022,Serviços domésticos,38.0
Rondônia,3º trimestre 2022,Atividades mal definidas,0.0
Rondônia,4º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",159.0
Rondônia,4º trimestre 2022,Indústria geral,45.0
Rondônia,4º trimestre 2022,Indústria de transformação,36.0
Rondônia,4º trimestre 2022,Construção,66.0
Rondônia,4º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",192.0
Rondônia,4º trimestre 2022,"Transporte, armazenagem e correio",29.0
Rondônia,4º trimestre 2022,Alojamento e alimentação,40.0
Rondônia,4º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",66.0
Rondônia,4º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",162.0
Rondônia,4º trimestre 2022,Outros serviços,32.0
Rondônia,4º trimestre 2022,Serviços domésticos,39.0
Rondônia,4º trimestre 2022,Atividades mal definidas,0.0
Rondônia,1º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",167.0
Rondônia,1º trimestre 2023,Indústria geral,49.0
Rondônia,1º trimestre 2023,Indústria de transformação,38.0
Rondônia,1º trimestre 2023,Construção,53.0
Rondônia,1º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",170.0
Rondônia,1º trimestre 2023,"Transporte, armazenagem e correio",34.0
Rondônia,1º trimestre 2023,Alojamento e alimentação,40.0
Rondônia,1º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",58.0
Rondônia,1º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",155.0
Rondônia,1º trimestre 2023,Outros serviços,37.0
Rondônia,1º trimestre 2023,Serviços domésticos,35.0
Rondônia,1º trimestre 2023,Atividades mal definidas,0.0
Rondônia,2º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",170.0
Rondônia,2º trimestre 2023,Indústria geral,56.0
Rondônia,2º trimestre 2023,Indústria de transformação,44.0
Rondônia,2º trimestre 2023,Construção,56.0
Rondônia,2º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",181.0
Rondônia,2º trimestre 2023,"Transporte, armazenagem e correio",38.0
Rondônia,2º trimestre 2023,Alojamento e alimentação,30.0
Rondônia,2º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",60.0
Rondônia,2º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",155.0
Rondônia,2º trimestre 2023,Outros serviços,34.0
Rondônia,2º trimestre 2023,Serviços domésticos,41.0
Rondônia,2º trimestre 2023,Atividades mal definidas,0.0
Rondônia,3º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",162.0
Rondônia,3º trimestre 2023,Indústria geral,54.0
Rondônia,3º trimestre 2023,Indústria de transformação,43.0
Rondônia,3º trimestre 2023,Construção,57.0
Rondônia,3º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",184.0
Rondônia,3º trimestre 2023,"Transporte, armazenagem e correio",41.0
Rondônia,3º trimestre 2023,Alojamento e alimentação,34.0
Rondônia,3º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",57.0
Rondônia,3º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",166.0
Rondônia,3º trimestre 2023,Outros serviços,26.0
Rondônia,3º trimestre 2023,Serviços domésticos,50.0
Rondônia,3º trimestre 2023,Atividades mal definidas,0.0
Rondônia,4º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",152.0
Rondônia,4º trimestre 2023,Indústria geral,54.0
Rondônia,4º trimestre 2023,Indústria de transformação,45.0
Rondônia,4º trimestre 2023,Construção,52.0
Rondônia,4º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",174.0
Rondônia,4º trimestre 2023,"Transporte, armazenagem e correio",39.0
Rondônia,4º trimestre 2023,Alojamento e alimentação,33.0
Rondônia,4º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",65.0
Rondônia,4º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",160.0
Rondônia,4º trimestre 2023,Outros serviços,33.0
Rondônia,4º trimestre 2023,Serviços domésticos,47.0
Rondônia,4º trimestre 2023,Atividades mal definidas,0.0
Rondônia,1º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",154.0
