municipio,trimestre,Grupo,quantidade de idade
Rio Branco (AC),1º trimestre 2020,25 a 39 anos,103.0
Rio Branco (AC),1º trimestre 2020,40 a 59 anos,86.0
Rio Branco (AC),1º trimestre 2020,60 anos ou mais,42.0
Rio Branco (AC),2º trimestre 2020,14 a 17 anos,0.0
Rio Branco (AC),2º trimestre 2020,18 a 24 anos,0.0
Rio Branco (AC),2º trimestre 2020,25 a 39 anos,0.0
Rio Branco (AC),2º trimestre 2020,40 a 59 anos,0.0
Rio Branco (AC),2º trimestre 2020,60 anos ou mais,0.0
Rio Branco (AC),3º trimestre 2020,14 a 17 anos,0.0
Rio Branco (AC),3º trimestre 2020,18 a 24 anos,0.0
Rio Branco (AC),3º trimestre 2020,25 a 39 anos,0.0
Rio Branco (AC),3º trimestre 2020,40 a 59 anos,0.0
Rio Branco (AC),3º trimestre 2020,60 anos ou mais,0.0
Rio Branco (AC),4º trimestre 2020,14 a 17 anos,0.0
Rio Branco (AC),4º trimestre 2020,18 a 24 anos,0.0
Rio Branco (AC),4º trimestre 2020,25 a 39 anos,0.0
Rio Branco (AC),4º trimestre 2020,40 a 59 anos,0.0
Rio Branco (AC),4º trimestre 2020,60 anos ou mais,0.0
Rio Branco (AC),1º trimestre 2021,14 a 17 anos,0.0
Rio Branco (AC),1º trimestre 2021,18 a 24 anos,0.0
Rio Branco (AC),1º trimestre 2021,25 a 39 anos,0.0
Rio Branco (AC),1º trimestre 2021,40 a 59 anos,0.0
Rio Branco (AC),1º trimestre 2021,60 anos ou mais,0.0
Rio Branco (AC),2º trimestre 2021,14 a 17 anos,0.0
Rio Branco (AC),2º trimestre 2021,18 a 24 anos,0.0
Rio Branco (AC),2º trimestre 2021,25 a 39 anos,0.0
Rio Branco (AC),2º trimestre 2021,40 a 59 anos,0.0
Rio Branco (AC),2º trimestre 2021,60 anos ou mais,0.0
Rio Branco (AC),3º trimestre 2021,14 a 17 anos,0.0
Rio Branco (AC),3º trimestre 2021,18 a 24 anos,0.0
Rio Branco (AC),3º trimestre 2021,25 a 39 anos,0.0
Rio Branco (AC),3º trimestre 2021,40 a 59 anos,0.0
Rio Branco (AC),3º trimestre 2021,60 anos ou mais,0.0
Rio Branco (AC),4º trimestre 2021,14 a 17 anos,0.0
Rio Branco (AC),4º trimestre 2021,18 a 24 anos,0.0
Rio Branco (AC),4º trimestre 2021,25 a 39 anos,0.0
Rio Branco (AC),4º trimestre 2021,40 a 59 anos,0.0
Rio Branco (AC),4º trimestre 2021,60 anos ou mais,0.0
Rio Branco (AC),1º trimestre 2022,14 a 17 anos,0.0
Rio Branco (AC),1º trimestre 2022,18 a 24 anos,0.0
Rio Branco (AC),1º trimestre 2022,25 a 39 anos,0.0
Rio Branco (AC),1º trimestre 2022,40 a 59 anos,0.0
Rio Branco (AC),1º trimestre 2022,60 anos ou mais,0.0
Rio Branco (AC),2º trimestre 2022,14 a 17 anos,30.0
Rio Branco (AC),2º trimestre 2022,18 a 24 anos,56.0
Rio Branco (AC),2º trimestre 2022,25 a 39 anos,104.0
Rio Branco (AC),2º trimestre 2022,40 a 59 anos,100.0
Rio Branco (AC),2º trimestre 2022,60 anos ou mais,45.0
Rio Branco (AC),3º trimestre 2022,14 a 17 anos,26.0
Rio Branco (AC),3º trimestre 2022,18 a 24 anos,54.0
Rio Branco (AC),3º trimestre 2022,25 a 39 anos,107.0
Rio Branco (AC),3º trimestre 2022,40 a 59 anos,96.0
Rio Branco (AC),3º trimestre 2022,60 anos ou mais,45.0
Rio Branco (AC),4º trimestre 2022,14 a 17 anos,27.0
Rio Branco (AC),4º trimestre 2022,18 a 24 anos,55.0
Rio Branco (AC),4º trimestre 2022,25 a 39 anos,108.0
Rio Branco (AC),4º trimestre 2022,40 a 59 anos,97.0
Rio Branco (AC),4º trimestre 2022,60 anos ou mais,44.0
Rio Branco (AC),1º trimestre 2023,14 a 17 anos,30.0
Rio Branco (AC),1º trimestre 2023,18 a 24 anos,52.0
Rio Branco (AC),1º trimestre 2023,25 a 39 anos,109.0
Rio Branco (AC),1º trimestre 2023,40 a 59 anos,98.0
Rio Branco (AC),1º trimestre 2023,60 anos ou mais,44.0
Rio Branco (AC),2º trimestre 2023,14 a 17 anos,31.0
Rio Branco (AC),2º trimestre 2023,18 a 24 anos,52.0
Rio Branco (AC),2º trimestre 2023,25 a 39 anos,109.0
Rio Branco (AC),2º trimestre 2023,40 a 59 anos,98.0
Rio Branco (AC),2º trimestre 2023,60 anos ou mais,44.0
Rio Branco (AC),3º trimestre 2023,14 a 17 anos,31.0
Rio Branco (AC),3º trimestre 2023,18 a 24 anos,53.0
Rio Branco (AC),3º trimestre 2023,25 a 39 anos,107.0
Rio Branco (AC),3º trimestre 2023,40 a 59 anos,98.0
Rio Branco (AC),3º trimestre 2023,60 anos ou mais,44.0
Rio Branco (AC),4º trimestre 2023,14 a 17 anos,31.0
Rio Branco (AC),4º trimestre 2023,18 a 24 anos,55.0
Rio Branco (AC),4º trimestre 2023,25 a 39 anos,102.0
Rio Branco (AC),4º trimestre 2023,40 a 59 anos,102.0
Rio Branco (AC),4º trimestre 2023,60 anos ou mais,45.0
Rio Branco (AC),1º trimestre 2024,14 a 17 anos,27.0
Rio Branco (AC),1º trimestre 2024,18 a 24 anos,57.0
Rio Branco (AC),1º trimestre 2024,25 a 39 anos,101.0
Rio Branco (AC),1º trimestre 2024,40 a 59 anos,105.0
Rio Branco (AC),1º trimestre 2024,60 anos ou mais,47.0
Rio Branco (AC),2º trimestre 2024,14 a 17 anos,28.0
Rio Branco (AC),2º trimestre 2024,18 a 24 anos,56.0
Rio Branco (AC),2º trimestre 2024,25 a 39 anos,105.0
Rio Branco (AC),2º trimestre 2024,40 a 59 anos,104.0
Rio Branco (AC),2º trimestre 2024,60 anos ou mais,48.0
Rio Branco (AC),3º trimestre 2024,14 a 17 anos,27.0
Rio Branco (AC),3º trimestre 2024,18 a 24 anos,58.0
Rio Branco (AC),3º trimestre 2024,25 a 39 anos,103.0
Rio Branco (AC),3º trimestre 2024,40 a 59 anos,104.0
Rio Branco (AC),3º trimestre 2024,60 anos ou mais,48.0
Rio Branco (AC),4º trimestre 2024,14 a 17 anos,29.0
Rio Branco (AC),4º trimestre 2024,18 a 24 anos,56.0
Rio Branco (AC),4º trimestre 2024,25 a 39 anos,103.0
Rio Branco (AC),4º trimestre 2024,40 a 59 anos,105.0
Rio Branco (AC),4º trimestre 2024,60 anos ou mais,50.0
Manaus (AM),1º trimestre 2012,14 a 17 anos,157.0
Manaus (AM),1º trimestre 2012,18 a 24 anos,261.0
Manaus (AM),1º trimestre 2012,25 a 39 anos,512.0
Manaus (AM),1º trimestre 2012,40 a 59 anos,364.0
Manaus (AM),1º trimestre 2012,60 anos ou mais,119.0
Manaus (AM),2º trimestre 2012,14 a 17 anos,155.0
Manaus (AM),2º trimestre 2012,18 a 24 anos,261.0
Manaus (AM),2º trimestre 2012,25 a 39 anos,514.0
Manaus (AM),2º trimestre 2012,40 a 59 anos,369.0
Manaus (AM),2º trimestre 2012,60 anos ou mais,118.0
Manaus (AM),3º trimestre 2012,14 a 17 anos,152.0
Manaus (AM),3º trimestre 2012,18 a 24 anos,269.0
Manaus (AM),3º trimestre 2012,25 a 39 anos,507.0
Manaus (AM),3º trimestre 2012,40 a 59 anos,382.0
Manaus (AM),3º trimestre 2012,60 anos ou mais,120.0
Manaus (AM),4º trimestre 2012,14 a 17 anos,150.0
Manaus (AM),4º trimestre 2012,18 a 24 anos,260.0
Manaus (AM),4º trimestre 2012,25 a 39 anos,511.0
Manaus (AM),4º trimestre 2012,40 a 59 anos,386.0
Manaus (AM),4º trimestre 2012,60 anos ou mais,131.0
Manaus (AM),1º trimestre 2013,14 a 17 anos,152.0
Manaus (AM),1º trimestre 2013,18 a 24 anos,265.0
Manaus (AM),1º trimestre 2013,25 a 39 anos,522.0
Manaus (AM),1º trimestre 2013,40 a 59 anos,381.0
Manaus (AM),1º trimestre 2013,60 anos ou mais,123.0
Manaus (AM),2º trimestre 2013,14 a 17 anos,150.0
Manaus (AM),2º trimestre 2013,18 a 24 anos,270.0
Manaus (AM),2º trimestre 2013,25 a 39 anos,522.0
Manaus (AM),2º trimestre 2013,40 a 59 anos,381.0
Manaus (AM),2º trimestre 2013,60 anos ou mais,128.0
Manaus (AM),3º trimestre 2013,14 a 17 anos,154.0
Manaus (AM),3º trimestre 2013,18 a 24 anos,269.0
Manaus (AM),3º trimestre 2013,25 a 39 anos,521.0
Manaus (AM),3º trimestre 2013,40 a 59 anos,386.0
Manaus (AM),3º trimestre 2013,60 anos ou mais,138.0
Manaus (AM),4º trimestre 2013,14 a 17 anos,144.0
Manaus (AM),4º trimestre 2013,18 a 24 anos,272.0
Manaus (AM),4º trimestre 2013,25 a 39 anos,529.0
Manaus (AM),4º trimestre 2013,40 a 59 anos,394.0
Manaus (AM),4º trimestre 2013,60 anos ou mais,131.0
Manaus (AM),1º trimestre 2014,14 a 17 anos,148.0
Manaus (AM),1º trimestre 2014,18 a 24 anos,276.0
Manaus (AM),1º trimestre 2014,25 a 39 anos,521.0
Manaus (AM),1º trimestre 2014,40 a 59 anos,388.0
Manaus (AM),1º trimestre 2014,60 anos ou mais,135.0
Manaus (AM),2º trimestre 2014,14 a 17 anos,147.0
Manaus (AM),2º trimestre 2014,18 a 24 anos,280.0
Manaus (AM),2º trimestre 2014,25 a 39 anos,518.0
Manaus (AM),2º trimestre 2014,40 a 59 anos,399.0
Manaus (AM),2º trimestre 2014,60 anos ou mais,135.0
Manaus (AM),3º trimestre 2014,14 a 17 anos,146.0
Manaus (AM),3º trimestre 2014,18 a 24 anos,271.0
Manaus (AM),3º trimestre 2014,25 a 39 anos,527.0
Manaus (AM),3º trimestre 2014,40 a 59 anos,404.0
Manaus (AM),3º trimestre 2014,60 anos ou mais,141.0
Manaus (AM),4º trimestre 2014,14 a 17 anos,150.0
Manaus (AM),4º trimestre 2014,18 a 24 anos,276.0
Manaus (AM),4º trimestre 2014,25 a 39 anos,526.0
Manaus (AM),4º trimestre 2014,40 a 59 anos,403.0
Manaus (AM),4º trimestre 2014,60 anos ou mais,145.0
Manaus (AM),1º trimestre 2015,14 a 17 anos,158.0
Manaus (AM),1º trimestre 2015,18 a 24 anos,277.0
Manaus (AM),1º trimestre 2015,25 a 39 anos,530.0
Manaus (AM),1º trimestre 2015,40 a 59 anos,397.0
Manaus (AM),1º trimestre 2015,60 anos ou mais,143.0
Manaus (AM),2º trimestre 2015,14 a 17 anos,157.0
Manaus (AM),2º trimestre 2015,18 a 24 anos,268.0
Manaus (AM),2º trimestre 2015,25 a 39 anos,544.0
Manaus (AM),2º trimestre 2015,40 a 59 anos,401.0
Manaus (AM),2º trimestre 2015,60 anos ou mais,142.0
Manaus (AM),3º trimestre 2015,14 a 17 anos,149.0
Manaus (AM),3º trimestre 2015,18 a 24 anos,283.0
Manaus (AM),3º trimestre 2015,25 a 39 anos,546.0
Manaus (AM),3º trimestre 2015,40 a 59 anos,414.0
Manaus (AM),3º trimestre 2015,60 anos ou mais,141.0
Manaus (AM),4º trimestre 2015,14 a 17 anos,145.0
Manaus (AM),4º trimestre 2015,18 a 24 anos,279.0
Manaus (AM),4º trimestre 2015,25 a 39 anos,544.0
Manaus (AM),4º trimestre 2015,40 a 59 anos,431.0
Manaus (AM),4º trimestre 2015,60 anos ou mais,149.0
Manaus (AM),1º trimestre 2016,14 a 17 anos,148.0
Manaus (AM),1º trimestre 2016,18 a 24 anos,265.0
Manaus (AM),1º trimestre 2016,25 a 39 anos,555.0
Manaus (AM),1º trimestre 2016,40 a 59 anos,430.0
Manaus (AM),1º trimestre 2016,60 anos ou mais,144.0
Manaus (AM),2º trimestre 2016,14 a 17 anos,148.0
Manaus (AM),2º trimestre 2016,18 a 24 anos,280.0
Manaus (AM),2º trimestre 2016,25 a 39 anos,549.0
Manaus (AM),2º trimestre 2016,40 a 59 anos,433.0
Manaus (AM),2º trimestre 2016,60 anos ou mais,150.0
Manaus (AM),3º trimestre 2016,14 a 17 anos,153.0
Manaus (AM),3º trimestre 2016,18 a 24 anos,287.0
Manaus (AM),3º trimestre 2016,25 a 39 anos,553.0
Manaus (AM),3º trimestre 2016,40 a 59 anos,424.0
Manaus (AM),3º trimestre 2016,60 anos ou mais,156.0
Manaus (AM),4º trimestre 2016,14 a 17 anos,152.0
Manaus (AM),4º trimestre 2016,18 a 24 anos,267.0
Manaus (AM),4º trimestre 2016,25 a 39 anos,551.0
Manaus (AM),4º trimestre 2016,40 a 59 anos,441.0
Manaus (AM),4º trimestre 2016,60 anos ou mais,165.0
Manaus (AM),1º trimestre 2017,14 a 17 anos,151.0
Manaus (AM),1º trimestre 2017,18 a 24 anos,258.0
Manaus (AM),1º trimestre 2017,25 a 39 anos,562.0
Manaus (AM),1º trimestre 2017,40 a 59 anos,438.0
Manaus (AM),1º trimestre 2017,60 anos ou mais,168.0
Manaus (AM),2º trimestre 2017,14 a 17 anos,143.0
Manaus (AM),2º trimestre 2017,18 a 24 anos,263.0
Manaus (AM),2º trimestre 2017,25 a 39 anos,575.0
Manaus (AM),2º trimestre 2017,40 a 59 anos,437.0
Manaus (AM),2º trimestre 2017,60 anos ou mais,168.0
Manaus (AM),3º trimestre 2017,14 a 17 anos,147.0
Manaus (AM),3º trimestre 2017,18 a 24 anos,266.0
Manaus (AM),3º trimestre 2017,25 a 39 anos,574.0
Manaus (AM),3º trimestre 2017,40 a 59 anos,445.0
Manaus (AM),3º trimestre 2017,60 anos ou mais,180.0
Manaus (AM),4º trimestre 2017,14 a 17 anos,143.0
Manaus (AM),4º trimestre 2017,18 a 24 anos,279.0
Manaus (AM),4º trimestre 2017,25 a 39 anos,558.0
Manaus (AM),4º trimestre 2017,40 a 59 anos,468.0
Manaus (AM),4º trimestre 2017,60 anos ou mais,180.0
Manaus (AM),1º trimestre 2018,14 a 17 anos,144.0
Manaus (AM),1º trimestre 2018,18 a 24 anos,296.0
Manaus (AM),1º trimestre 2018,25 a 39 anos,546.0
Manaus (AM),1º trimestre 2018,40 a 59 anos,494.0
Manaus (AM),1º trimestre 2018,60 anos ou mais,188.0
Manaus (AM),2º trimestre 2018,14 a 17 anos,141.0
Manaus (AM),2º trimestre 2018,18 a 24 anos,277.0
Manaus (AM),2º trimestre 2018,25 a 39 anos,553.0
Manaus (AM),2º trimestre 2018,40 a 59 anos,510.0
Manaus (AM),2º trimestre 2018,60 anos ou mais,197.0
Manaus (AM),3º trimestre 2018,14 a 17 anos,141.0
Manaus (AM),3º trimestre 2018,18 a 24 anos,283.0
Manaus (AM),3º trimestre 2018,25 a 39 anos,551.0
Manaus (AM),3º trimestre 2018,40 a 59 anos,511.0
Manaus (AM),3º trimestre 2018,60 anos ou mais,206.0
Manaus (AM),4º trimestre 2018,14 a 17 anos,147.0
Manaus (AM),4º trimestre 2018,18 a 24 anos,289.0
Manaus (AM),4º trimestre 2018,25 a 39 anos,565.0
Manaus (AM),4º trimestre 2018,40 a 59 anos,497.0
Manaus (AM),4º trimestre 2018,60 anos ou mais,198.0
Manaus (AM),1º trimestre 2019,14 a 17 anos,143.0
Manaus (AM),1º trimestre 2019,18 a 24 anos,295.0
Manaus (AM),1º trimestre 2019,25 a 39 anos,572.0
Manaus (AM),1º trimestre 2019,40 a 59 anos,492.0
Manaus (AM),1º trimestre 2019,60 anos ou mais,202.0
Manaus (AM),2º trimestre 2019,14 a 17 anos,134.0
Manaus (AM),2º trimestre 2019,18 a 24 anos,293.0
Manaus (AM),2º trimestre 2019,25 a 39 anos,586.0
Manaus (AM),2º trimestre 2019,40 a 59 anos,477.0
Manaus (AM),2º trimestre 2019,60 anos ou mais,199.0
Manaus (AM),3º trimestre 2019,14 a 17 anos,139.0
Manaus (AM),3º trimestre 2019,18 a 24 anos,306.0
Manaus (AM),3º trimestre 2019,25 a 39 anos,586.0
Manaus (AM),3º trimestre 2019,40 a 59 anos,478.0
Manaus (AM),3º trimestre 2019,60 anos ou mais,184.0
Manaus (AM),4º trimestre 2019,14 a 17 anos,156.0
Manaus (AM),4º trimestre 2019,18 a 24 anos,306.0
Manaus (AM),4º trimestre 2019,25 a 39 anos,584.0
Manaus (AM),4º trimestre 2019,40 a 59 anos,483.0
Manaus (AM),4º trimestre 2019,60 anos ou mais,185.0
Manaus (AM),1º trimestre 2020,14 a 17 anos,147.0
Manaus (AM),1º trimestre 2020,18 a 24 anos,325.0
Manaus (AM),1º trimestre 2020,25 a 39 anos,565.0
Manaus (AM),1º trimestre 2020,40 a 59 anos,499.0
Manaus (AM),1º trimestre 2020,60 anos ou mais,186.0
Manaus (AM),2º trimestre 2020,14 a 17 anos,0.0
Manaus (AM),2º trimestre 2020,18 a 24 anos,0.0
Manaus (AM),2º trimestre 2020,25 a 39 anos,0.0
Manaus (AM),2º trimestre 2020,40 a 59 anos,0.0
Manaus (AM),2º trimestre 2020,60 anos ou mais,0.0
Manaus (AM),3º trimestre 2020,14 a 17 anos,0.0
Manaus (AM),3º trimestre 2020,18 a 24 anos,0.0
Manaus (AM),3º trimestre 2020,25 a 39 anos,0.0
Manaus (AM),3º trimestre 2020,40 a 59 anos,0.0
Manaus (AM),3º trimestre 2020,60 anos ou mais,0.0
Manaus (AM),4º trimestre 2020,14 a 17 anos,0.0
Manaus (AM),4º trimestre 2020,18 a 24 anos,0.0
Manaus (AM),4º trimestre 2020,25 a 39 anos,0.0
Manaus (AM),4º trimestre 2020,40 a 59 anos,0.0
Manaus (AM),4º trimestre 2020,60 anos ou mais,0.0
Manaus (AM),1º trimestre 2021,14 a 17 anos,0.0
Manaus (AM),1º trimestre 2021,18 a 24 anos,0.0
Manaus (AM),1º trimestre 2021,25 a 39 anos,0.0
Manaus (AM),1º trimestre 2021,40 a 59 anos,0.0
Manaus (AM),1º trimestre 2021,60 anos ou mais,0.0
Manaus (AM),2º trimestre 2021,14 a 17 anos,0.0
Manaus (AM),2º trimestre 2021,18 a 24 anos,0.0
Manaus (AM),2º trimestre 2021,25 a 39 anos,0.0
Manaus (AM),2º trimestre 2021,40 a 59 anos,0.0
Manaus (AM),2º trimestre 2021,60 anos ou mais,0.0
Manaus (AM),3º trimestre 2021,14 a 17 anos,0.0
Manaus (AM),3º trimestre 2021,18 a 24 anos,0.0
Manaus (AM),3º trimestre 2021,25 a 39 anos,0.0
Manaus (AM),3º trimestre 2021,40 a 59 anos,0.0
Manaus (AM),3º trimestre 2021,60 anos ou mais,0.0
Manaus (AM),4º trimestre 2021,14 a 17 anos,0.0
Manaus (AM),4º trimestre 2021,18 a 24 anos,0.0
Manaus (AM),4º trimestre 2021,25 a 39 anos,0.0
Manaus (AM),4º trimestre 2021,40 a 59 anos,0.0
Manaus (AM),4º trimestre 2021,60 anos ou mais,0.0
Manaus (AM),1º trimestre 2022,14 a 17 anos,0.0
Manaus (AM),1º trimestre 2022,18 a 24 anos,0.0
Manaus (AM),1º trimestre 2022,25 a 39 anos,0.0
Manaus (AM),1º trimestre 2022,40 a 59 anos,0.0
Manaus (AM),1º trimestre 2022,60 anos ou mais,0.0
Manaus (AM),2º trimestre 2022,14 a 17 anos,125.0
Manaus (AM),2º trimestre 2022,18 a 24 anos,286.0
Manaus (AM),2º trimestre 2022,25 a 39 anos,595.0
Manaus (AM),2º trimestre 2022,40 a 59 anos,533.0
Manaus (AM),2º trimestre 2022,60 anos ou mais,221.0
Manaus (AM),3º trimestre 2022,14 a 17 anos,131.0
Manaus (AM),3º trimestre 2022,18 a 24 anos,282.0
Manaus (AM),3º trimestre 2022,25 a 39 anos,586.0
Manaus (AM),3º trimestre 2022,40 a 59 anos,558.0
Manaus (AM),3º trimestre 2022,60 anos ou mais,203.0
Manaus (AM),4º trimestre 2022,14 a 17 anos,140.0
Manaus (AM),4º trimestre 2022,18 a 24 anos,280.0
Manaus (AM),4º trimestre 2022,25 a 39 anos,576.0
Manaus (AM),4º trimestre 2022,40 a 59 anos,563.0
Manaus (AM),4º trimestre 2022,60 anos ou mais,210.0
Manaus (AM),1º trimestre 2023,14 a 17 anos,141.0
Manaus (AM),1º trimestre 2023,18 a 24 anos,285.0
Manaus (AM),1º trimestre 2023,25 a 39 anos,572.0
Manaus (AM),1º trimestre 2023,40 a 59 anos,555.0
Manaus (AM),1º trimestre 2023,60 anos ou mais,222.0
Manaus (AM),2º trimestre 2023,14 a 17 anos,151.0
Manaus (AM),2º trimestre 2023,18 a 24 anos,285.0
Manaus (AM),2º trimestre 2023,25 a 39 anos,574.0
Manaus (AM),2º trimestre 2023,40 a 59 anos,546.0
Manaus (AM),2º trimestre 2023,60 anos ou mais,226.0
Manaus (AM),3º trimestre 2023,14 a 17 anos,161.0
Manaus (AM),3º trimestre 2023,18 a 24 anos,292.0
Manaus (AM),3º trimestre 2023,25 a 39 anos,566.0
Manaus (AM),3º trimestre 2023,40 a 59 anos,567.0
Manaus (AM),3º trimestre 2023,60 anos ou mais,223.0
Manaus (AM),4º trimestre 2023,14 a 17 anos,160.0
Manaus (AM),4º trimestre 2023,18 a 24 anos,290.0
Manaus (AM),4º trimestre 2023,25 a 39 anos,564.0
Manaus (AM),4º trimestre 2023,40 a 59 anos,586.0
Manaus (AM),4º trimestre 2023,60 anos ou mais,236.0
Manaus (AM),1º trimestre 2024,14 a 17 anos,155.0
Manaus (AM),1º trimestre 2024,18 a 24 anos,292.0
Manaus (AM),1º trimestre 2024,25 a 39 anos,574.0
Manaus (AM),1º trimestre 2024,40 a 59 anos,585.0
Manaus (AM),1º trimestre 2024,60 anos ou mais,233.0
Manaus (AM),2º trimestre 2024,14 a 17 anos,156.0
Manaus (AM),2º trimestre 2024,18 a 24 anos,303.0
Manaus (AM),2º trimestre 2024,25 a 39 anos,585.0
Manaus (AM),2º trimestre 2024,40 a 59 anos,581.0
Manaus (AM),2º trimestre 2024,60 anos ou mais,238.0
Manaus (AM),3º trimestre 2024,14 a 17 anos,158.0
Manaus (AM),3º trimestre 2024,18 a 24 anos,289.0
Manaus (AM),3º trimestre 2024,25 a 39 anos,597.0
Manaus (AM),3º trimestre 2024,40 a 59 anos,592.0
Manaus (AM),3º trimestre 2024,60 anos ou mais,259.0
Manaus (AM),4º trimestre 2024,14 a 17 anos,151.0
Manaus (AM),4º trimestre 2024,18 a 24 anos,273.0
Manaus (AM),4º trimestre 2024,25 a 39 anos,605.0
Manaus (AM),4º trimestre 2024,40 a 59 anos,596.0
Manaus (AM),4º trimestre 2024,60 anos ou mais,267.0
Boa Vista (RR),1º trimestre 2012,14 a 17 anos,26.0
Boa Vista (RR),1º trimestre 2012,18 a 24 anos,45.0
Boa Vista (RR),1º trimestre 2012,25 a 39 anos,76.0
Boa Vista (RR),1º trimestre 2012,40 a 59 anos,51.0
Boa Vista (RR),1º trimestre 2012,60 anos ou mais,16.0
Boa Vista (RR),2º trimestre 2012,14 a 17 anos,26.0
Boa Vista (RR),2º trimestre 2012,18 a 24 anos,43.0
Boa Vista (RR),2º trimestre 2012,25 a 39 anos,77.0
Boa Vista (RR),2º trimestre 2012,40 a 59 anos,52.0
Boa Vista (RR),2º trimestre 2012,60 anos ou mais,16.0
Boa Vista (RR),3º trimestre 2012,14 a 17 anos,25.0
Boa Vista (RR),3º trimestre 2012,18 a 24 anos,44.0
Boa Vista (RR),3º trimestre 2012,25 a 39 anos,77.0
Boa Vista (RR),3º trimestre 2012,40 a 59 anos,54.0
Boa Vista (RR),3º trimestre 2012,60 anos ou mais,15.0
Boa Vista (RR),4º trimestre 2012,14 a 17 anos,27.0
Boa Vista (RR),4º trimestre 2012,18 a 24 anos,43.0
Boa Vista (RR),4º trimestre 2012,25 a 39 anos,77.0
Boa Vista (RR),4º trimestre 2012,40 a 59 anos,55.0
Boa Vista (RR),4º trimestre 2012,60 anos ou mais,16.0
Boa Vista (RR),1º trimestre 2013,14 a 17 anos,27.0
Boa Vista (RR),1º trimestre 2013,18 a 24 anos,44.0
Boa Vista (RR),1º trimestre 2013,25 a 39 anos,82.0
Boa Vista (RR),1º trimestre 2013,40 a 59 anos,52.0
Boa Vista (RR),1º trimestre 2013,60 anos ou mais,15.0
Boa Vista (RR),2º trimestre 2013,14 a 17 anos,26.0
Boa Vista (RR),2º trimestre 2013,18 a 24 anos,47.0
Boa Vista (RR),2º trimestre 2013,25 a 39 anos,80.0
Boa Vista (RR),2º trimestre 2013,40 a 59 anos,54.0
Boa Vista (RR),2º trimestre 2013,60 anos ou mais,15.0
Boa Vista (RR),3º trimestre 2013,14 a 17 anos,25.0
Boa Vista (RR),3º trimestre 2013,18 a 24 anos,48.0
Boa Vista (RR),3º trimestre 2013,25 a 39 anos,82.0
Boa Vista (RR),3º trimestre 2013,40 a 59 anos,55.0
Boa Vista (RR),3º trimestre 2013,60 anos ou mais,14.0
Boa Vista (RR),4º trimestre 2013,14 a 17 anos,26.0
Boa Vista (RR),4º trimestre 2013,18 a 24 anos,46.0
Boa Vista (RR),4º trimestre 2013,25 a 39 anos,82.0
Boa Vista (RR),4º trimestre 2013,40 a 59 anos,55.0
Boa Vista (RR),4º trimestre 2013,60 anos ou mais,15.0
Boa Vista (RR),1º trimestre 2014,14 a 17 anos,25.0
Boa Vista (RR),1º trimestre 2014,18 a 24 anos,48.0
Boa Vista (RR),1º trimestre 2014,25 a 39 anos,84.0
Boa Vista (RR),1º trimestre 2014,40 a 59 anos,56.0
Boa Vista (RR),1º trimestre 2014,60 anos ou mais,14.0
Boa Vista (RR),2º trimestre 2014,14 a 17 anos,26.0
Boa Vista (RR),2º trimestre 2014,18 a 24 anos,48.0
Boa Vista (RR),2º trimestre 2014,25 a 39 anos,84.0
Boa Vista (RR),2º trimestre 2014,40 a 59 anos,58.0
Boa Vista (RR),2º trimestre 2014,60 anos ou mais,14.0
Boa Vista (RR),3º trimestre 2014,14 a 17 anos,27.0
Boa Vista (RR),3º trimestre 2014,18 a 24 anos,47.0
Boa Vista (RR),3º trimestre 2014,25 a 39 anos,84.0
Boa Vista (RR),3º trimestre 2014,40 a 59 anos,59.0
Boa Vista (RR),3º trimestre 2014,60 anos ou mais,16.0
Boa Vista (RR),4º trimestre 2014,14 a 17 anos,28.0
Boa Vista (RR),4º trimestre 2014,18 a 24 anos,49.0
Boa Vista (RR),4º trimestre 2014,25 a 39 anos,83.0
Boa Vista (RR),4º trimestre 2014,40 a 59 anos,61.0
Boa Vista (RR),4º trimestre 2014,60 anos ou mais,18.0
Boa Vista (RR),1º trimestre 2015,14 a 17 anos,28.0
Boa Vista (RR),1º trimestre 2015,18 a 24 anos,46.0
Boa Vista (RR),1º trimestre 2015,25 a 39 anos,84.0
Boa Vista (RR),1º trimestre 2015,40 a 59 anos,63.0
Boa Vista (RR),1º trimestre 2015,60 anos ou mais,20.0
Boa Vista (RR),2º trimestre 2015,14 a 17 anos,28.0
Boa Vista (RR),2º trimestre 2015,18 a 24 anos,47.0
Boa Vista (RR),2º trimestre 2015,25 a 39 anos,85.0
Boa Vista (RR),2º trimestre 2015,40 a 59 anos,63.0
Boa Vista (RR),2º trimestre 2015,60 anos ou mais,20.0
Boa Vista (RR),3º trimestre 2015,14 a 17 anos,26.0
