municipio,trimestre,Sexo,quantidade de gênero
São Paulo (SP),2º trimestre 2013,Mulheres,5121.0
São Paulo (SP),3º trimestre 2013,Homens,4555.0
São Paulo (SP),3º trimestre 2013,Mulheres,5177.0
São Paulo (SP),4º trimestre 2013,Homens,4536.0
São Paulo (SP),4º trimestre 2013,Mulheres,5207.0
São Paulo (SP),1º trimestre 2014,Homens,4535.0
São Paulo (SP),1º trimestre 2014,Mulheres,5185.0
São Paulo (SP),2º trimestre 2014,Homens,4575.0
São Paulo (SP),2º trimestre 2014,Mulheres,5220.0
São Paulo (SP),3º trimestre 2014,Homens,4509.0
São Paulo (SP),3º trimestre 2014,Mulheres,5260.0
São Paulo (SP),4º trimestre 2014,Homens,4544.0
São Paulo (SP),4º trimestre 2014,Mulheres,5285.0
São Paulo (SP),1º trimestre 2015,Homens,4549.0
São Paulo (SP),1º trimestre 2015,Mulheres,5267.0
São Paulo (SP),2º trimestre 2015,Homens,4648.0
São Paulo (SP),2º trimestre 2015,Mulheres,5253.0
São Paulo (SP),3º trimestre 2015,Homens,4686.0
São Paulo (SP),3º trimestre 2015,Mulheres,5253.0
São Paulo (SP),4º trimestre 2015,Homens,4698.0
São Paulo (SP),4º trimestre 2015,Mulheres,5228.0
São Paulo (SP),1º trimestre 2016,Homens,4766.0
São Paulo (SP),1º trimestre 2016,Mulheres,5248.0
São Paulo (SP),2º trimestre 2016,Homens,4785.0
São Paulo (SP),2º trimestre 2016,Mulheres,5242.0
São Paulo (SP),3º trimestre 2016,Homens,4782.0
São Paulo (SP),3º trimestre 2016,Mulheres,5246.0
São Paulo (SP),4º trimestre 2016,Homens,4769.0
São Paulo (SP),4º trimestre 2016,Mulheres,5235.0
São Paulo (SP),1º trimestre 2017,Homens,4668.0
São Paulo (SP),1º trimestre 2017,Mulheres,5228.0
São Paulo (SP),2º trimestre 2017,Homens,4648.0
São Paulo (SP),2º trimestre 2017,Mulheres,5226.0
São Paulo (SP),3º trimestre 2017,Homens,4670.0
São Paulo (SP),3º trimestre 2017,Mulheres,5215.0
São Paulo (SP),4º trimestre 2017,Homens,4597.0
São Paulo (SP),4º trimestre 2017,Mulheres,5264.0
São Paulo (SP),1º trimestre 2018,Homens,4577.0
São Paulo (SP),1º trimestre 2018,Mulheres,5263.0
São Paulo (SP),2º trimestre 2018,Homens,4579.0
São Paulo (SP),2º trimestre 2018,Mulheres,5287.0
São Paulo (SP),3º trimestre 2018,Homens,4692.0
São Paulo (SP),3º trimestre 2018,Mulheres,5282.0
São Paulo (SP),4º trimestre 2018,Homens,4694.0
São Paulo (SP),4º trimestre 2018,Mulheres,5317.0
São Paulo (SP),1º trimestre 2019,Homens,4706.0
São Paulo (SP),1º trimestre 2019,Mulheres,5358.0
São Paulo (SP),2º trimestre 2019,Homens,4745.0
São Paulo (SP),2º trimestre 2019,Mulheres,5370.0
São Paulo (SP),3º trimestre 2019,Homens,4828.0
São Paulo (SP),3º trimestre 2019,Mulheres,5348.0
São Paulo (SP),4º trimestre 2019,Homens,4784.0
São Paulo (SP),4º trimestre 2019,Mulheres,5388.0
São Paulo (SP),1º trimestre 2020,Homens,4755.0
São Paulo (SP),1º trimestre 2020,Mulheres,5471.0
São Paulo (SP),2º trimestre 2020,Homens,0.0
São Paulo (SP),2º trimestre 2020,Mulheres,0.0
São Paulo (SP),3º trimestre 2020,Homens,0.0
São Paulo (SP),3º trimestre 2020,Mulheres,0.0
São Paulo (SP),4º trimestre 2020,Homens,0.0
São Paulo (SP),4º trimestre 2020,Mulheres,0.0
São Paulo (SP),1º trimestre 2021,Homens,0.0
São Paulo (SP),1º trimestre 2021,Mulheres,0.0
São Paulo (SP),2º trimestre 2021,Homens,0.0
São Paulo (SP),2º trimestre 2021,Mulheres,0.0
São Paulo (SP),3º trimestre 2021,Homens,0.0
São Paulo (SP),3º trimestre 2021,Mulheres,0.0
São Paulo (SP),4º trimestre 2021,Homens,0.0
São Paulo (SP),4º trimestre 2021,Mulheres,0.0
São Paulo (SP),1º trimestre 2022,Homens,0.0
São Paulo (SP),1º trimestre 2022,Mulheres,0.0
São Paulo (SP),2º trimestre 2022,Homens,4820.0
São Paulo (SP),2º trimestre 2022,Mulheres,5523.0
São Paulo (SP),3º trimestre 2022,Homens,4829.0
São Paulo (SP),3º trimestre 2022,Mulheres,5511.0
São Paulo (SP),4º trimestre 2022,Homens,4908.0
São Paulo (SP),4º trimestre 2022,Mulheres,5482.0
São Paulo (SP),1º trimestre 2023,Homens,4939.0
São Paulo (SP),1º trimestre 2023,Mulheres,5481.0
São Paulo (SP),2º trimestre 2023,Homens,4914.0
São Paulo (SP),2º trimestre 2023,Mulheres,5557.0
São Paulo (SP),3º trimestre 2023,Homens,4950.0
São Paulo (SP),3º trimestre 2023,Mulheres,5528.0
São Paulo (SP),4º trimestre 2023,Homens,4942.0
São Paulo (SP),4º trimestre 2023,Mulheres,5609.0
São Paulo (SP),1º trimestre 2024,Homens,4970.0
São Paulo (SP),1º trimestre 2024,Mulheres,5637.0
São Paulo (SP),2º trimestre 2024,Homens,4975.0
São Paulo (SP),2º trimestre 2024,Mulheres,5645.0
São Paulo (SP),3º trimestre 2024,Homens,5016.0
São Paulo (SP),3º trimestre 2024,Mulheres,5641.0
São Paulo (SP),4º trimestre 2024,Homens,5068.0
São Paulo (SP),4º trimestre 2024,Mulheres,5688.0
Curitiba (PR),1º trimestre 2012,Homens,708.0
Curitiba (PR),1º trimestre 2012,Mulheres,759.0
Curitiba (PR),2º trimestre 2012,Homens,694.0
Curitiba (PR),2º trimestre 2012,Mulheres,780.0
Curitiba (PR),3º trimestre 2012,Homens,690.0
Curitiba (PR),3º trimestre 2012,Mulheres,780.0
Curitiba (PR),4º trimestre 2012,Homens,710.0
Curitiba (PR),4º trimestre 2012,Mulheres,787.0
Curitiba (PR),1º trimestre 2013,Homens,709.0
Curitiba (PR),1º trimestre 2013,Mulheres,789.0
Curitiba (PR),2º trimestre 2013,Homens,721.0
Curitiba (PR),2º trimestre 2013,Mulheres,790.0
Curitiba (PR),3º trimestre 2013,Homens,733.0
Curitiba (PR),3º trimestre 2013,Mulheres,796.0
Curitiba (PR),4º trimestre 2013,Homens,719.0
Curitiba (PR),4º trimestre 2013,Mulheres,800.0
Curitiba (PR),1º trimestre 2014,Homens,723.0
Curitiba (PR),1º trimestre 2014,Mulheres,803.0
Curitiba (PR),2º trimestre 2014,Homens,722.0
Curitiba (PR),2º trimestre 2014,Mulheres,814.0
Curitiba (PR),3º trimestre 2014,Homens,723.0
Curitiba (PR),3º trimestre 2014,Mulheres,810.0
Curitiba (PR),4º trimestre 2014,Homens,718.0
Curitiba (PR),4º trimestre 2014,Mulheres,812.0
Curitiba (PR),1º trimestre 2015,Homens,727.0
Curitiba (PR),1º trimestre 2015,Mulheres,809.0
Curitiba (PR),2º trimestre 2015,Homens,733.0
Curitiba (PR),2º trimestre 2015,Mulheres,810.0
Curitiba (PR),3º trimestre 2015,Homens,745.0
Curitiba (PR),3º trimestre 2015,Mulheres,801.0
Curitiba (PR),4º trimestre 2015,Homens,743.0
Curitiba (PR),4º trimestre 2015,Mulheres,807.0
Curitiba (PR),1º trimestre 2016,Homens,749.0
Curitiba (PR),1º trimestre 2016,Mulheres,814.0
Curitiba (PR),2º trimestre 2016,Homens,758.0
Curitiba (PR),2º trimestre 2016,Mulheres,807.0
Curitiba (PR),3º trimestre 2016,Homens,752.0
Curitiba (PR),3º trimestre 2016,Mulheres,820.0
Curitiba (PR),4º trimestre 2016,Homens,754.0
Curitiba (PR),4º trimestre 2016,Mulheres,827.0
Curitiba (PR),1º trimestre 2017,Homens,748.0
Curitiba (PR),1º trimestre 2017,Mulheres,838.0
Curitiba (PR),2º trimestre 2017,Homens,741.0
Curitiba (PR),2º trimestre 2017,Mulheres,833.0
Curitiba (PR),3º trimestre 2017,Homens,728.0
Curitiba (PR),3º trimestre 2017,Mulheres,839.0
Curitiba (PR),4º trimestre 2017,Homens,736.0
Curitiba (PR),4º trimestre 2017,Mulheres,822.0
Curitiba (PR),1º trimestre 2018,Homens,742.0
Curitiba (PR),1º trimestre 2018,Mulheres,825.0
Curitiba (PR),2º trimestre 2018,Homens,757.0
Curitiba (PR),2º trimestre 2018,Mulheres,829.0
Curitiba (PR),3º trimestre 2018,Homens,750.0
Curitiba (PR),3º trimestre 2018,Mulheres,829.0
Curitiba (PR),4º trimestre 2018,Homens,768.0
Curitiba (PR),4º trimestre 2018,Mulheres,823.0
Curitiba (PR),1º trimestre 2019,Homens,765.0
Curitiba (PR),1º trimestre 2019,Mulheres,831.0
Curitiba (PR),2º trimestre 2019,Homens,772.0
Curitiba (PR),2º trimestre 2019,Mulheres,828.0
Curitiba (PR),3º trimestre 2019,Homens,783.0
Curitiba (PR),3º trimestre 2019,Mulheres,846.0
Curitiba (PR),4º trimestre 2019,Homens,777.0
Curitiba (PR),4º trimestre 2019,Mulheres,845.0
Curitiba (PR),1º trimestre 2020,Homens,768.0
Curitiba (PR),1º trimestre 2020,Mulheres,853.0
Curitiba (PR),2º trimestre 2020,Homens,0.0
Curitiba (PR),2º trimestre 2020,Mulheres,0.0
Curitiba (PR),3º trimestre 2020,Homens,0.0
Curitiba (PR),3º trimestre 2020,Mulheres,0.0
Curitiba (PR),4º trimestre 2020,Homens,0.0
Curitiba (PR),4º trimestre 2020,Mulheres,0.0
Curitiba (PR),1º trimestre 2021,Homens,0.0
Curitiba (PR),1º trimestre 2021,Mulheres,0.0
Curitiba (PR),2º trimestre 2021,Homens,0.0
Curitiba (PR),2º trimestre 2021,Mulheres,0.0
Curitiba (PR),3º trimestre 2021,Homens,0.0
Curitiba (PR),3º trimestre 2021,Mulheres,0.0
Curitiba (PR),4º trimestre 2021,Homens,0.0
Curitiba (PR),4º trimestre 2021,Mulheres,0.0
Curitiba (PR),1º trimestre 2022,Homens,0.0
Curitiba (PR),1º trimestre 2022,Mulheres,0.0
Curitiba (PR),2º trimestre 2022,Homens,794.0
Curitiba (PR),2º trimestre 2022,Mulheres,863.0
Curitiba (PR),3º trimestre 2022,Homens,810.0
Curitiba (PR),3º trimestre 2022,Mulheres,866.0
Curitiba (PR),4º trimestre 2022,Homens,814.0
Curitiba (PR),4º trimestre 2022,Mulheres,862.0
Curitiba (PR),1º trimestre 2023,Homens,824.0
Curitiba (PR),1º trimestre 2023,Mulheres,860.0
Curitiba (PR),2º trimestre 2023,Homens,827.0
Curitiba (PR),2º trimestre 2023,Mulheres,878.0
Curitiba (PR),3º trimestre 2023,Homens,818.0
Curitiba (PR),3º trimestre 2023,Mulheres,884.0
Curitiba (PR),4º trimestre 2023,Homens,816.0
Curitiba (PR),4º trimestre 2023,Mulheres,880.0
Curitiba (PR),1º trimestre 2024,Homens,814.0
Curitiba (PR),1º trimestre 2024,Mulheres,885.0
Curitiba (PR),2º trimestre 2024,Homens,821.0
Curitiba (PR),2º trimestre 2024,Mulheres,878.0
Curitiba (PR),3º trimestre 2024,Homens,827.0
Curitiba (PR),3º trimestre 2024,Mulheres,884.0
Curitiba (PR),4º trimestre 2024,Homens,825.0
Curitiba (PR),4º trimestre 2024,Mulheres,878.0
Florianópolis (SC),1º trimestre 2012,Homens,172.0
Florianópolis (SC),1º trimestre 2012,Mulheres,187.0
Florianópolis (SC),2º trimestre 2012,Homens,172.0
Florianópolis (SC),2º trimestre 2012,Mulheres,186.0
Florianópolis (SC),3º trimestre 2012,Homens,174.0
Florianópolis (SC),3º trimestre 2012,Mulheres,191.0
Florianópolis (SC),4º trimestre 2012,Homens,174.0
Florianópolis (SC),4º trimestre 2012,Mulheres,195.0
Florianópolis (SC),1º trimestre 2013,Homens,183.0
Florianópolis (SC),1º trimestre 2013,Mulheres,196.0
Florianópolis (SC),2º trimestre 2013,Homens,184.0
Florianópolis (SC),2º trimestre 2013,Mulheres,195.0
Florianópolis (SC),3º trimestre 2013,Homens,181.0
Florianópolis (SC),3º trimestre 2013,Mulheres,198.0
Florianópolis (SC),4º trimestre 2013,Homens,187.0
Florianópolis (SC),4º trimestre 2013,Mulheres,197.0
Florianópolis (SC),1º trimestre 2014,Homens,188.0
Florianópolis (SC),1º trimestre 2014,Mulheres,196.0
Florianópolis (SC),2º trimestre 2014,Homens,191.0
Florianópolis (SC),2º trimestre 2014,Mulheres,192.0
Florianópolis (SC),3º trimestre 2014,Homens,193.0
Florianópolis (SC),3º trimestre 2014,Mulheres,200.0
Florianópolis (SC),4º trimestre 2014,Homens,199.0
Florianópolis (SC),4º trimestre 2014,Mulheres,199.0
Florianópolis (SC),1º trimestre 2015,Homens,192.0
Florianópolis (SC),1º trimestre 2015,Mulheres,202.0
Florianópolis (SC),2º trimestre 2015,Homens,192.0
Florianópolis (SC),2º trimestre 2015,Mulheres,206.0
Florianópolis (SC),3º trimestre 2015,Homens,192.0
Florianópolis (SC),3º trimestre 2015,Mulheres,205.0
Florianópolis (SC),4º trimestre 2015,Homens,195.0
Florianópolis (SC),4º trimestre 2015,Mulheres,204.0
Florianópolis (SC),1º trimestre 2016,Homens,194.0
Florianópolis (SC),1º trimestre 2016,Mulheres,207.0
Florianópolis (SC),2º trimestre 2016,Homens,196.0
Florianópolis (SC),2º trimestre 2016,Mulheres,211.0
Florianópolis (SC),3º trimestre 2016,Homens,196.0
Florianópolis (SC),3º trimestre 2016,Mulheres,215.0
Florianópolis (SC),4º trimestre 2016,Homens,199.0
Florianópolis (SC),4º trimestre 2016,Mulheres,209.0
Florianópolis (SC),1º trimestre 2017,Homens,197.0
Florianópolis (SC),1º trimestre 2017,Mulheres,217.0
Florianópolis (SC),2º trimestre 2017,Homens,196.0
Florianópolis (SC),2º trimestre 2017,Mulheres,215.0
Florianópolis (SC),3º trimestre 2017,Homens,193.0
Florianópolis (SC),3º trimestre 2017,Mulheres,216.0
Florianópolis (SC),4º trimestre 2017,Homens,202.0
Florianópolis (SC),4º trimestre 2017,Mulheres,215.0
Florianópolis (SC),1º trimestre 2018,Homens,203.0
Florianópolis (SC),1º trimestre 2018,Mulheres,214.0
Florianópolis (SC),2º trimestre 2018,Homens,203.0
Florianópolis (SC),2º trimestre 2018,Mulheres,215.0
Florianópolis (SC),3º trimestre 2018,Homens,201.0
Florianópolis (SC),3º trimestre 2018,Mulheres,224.0
Florianópolis (SC),4º trimestre 2018,Homens,205.0
Florianópolis (SC),4º trimestre 2018,Mulheres,225.0
Florianópolis (SC),1º trimestre 2019,Homens,206.0
Florianópolis (SC),1º trimestre 2019,Mulheres,224.0
Florianópolis (SC),2º trimestre 2019,Homens,211.0
Florianópolis (SC),2º trimestre 2019,Mulheres,223.0
Florianópolis (SC),3º trimestre 2019,Homens,210.0
Florianópolis (SC),3º trimestre 2019,Mulheres,222.0
Florianópolis (SC),4º trimestre 2019,Homens,207.0
Florianópolis (SC),4º trimestre 2019,Mulheres,224.0
Florianópolis (SC),1º trimestre 2020,Homens,204.0
Florianópolis (SC),1º trimestre 2020,Mulheres,225.0
Florianópolis (SC),2º trimestre 2020,Homens,0.0
Florianópolis (SC),2º trimestre 2020,Mulheres,0.0
Florianópolis (SC),3º trimestre 2020,Homens,0.0
Florianópolis (SC),3º trimestre 2020,Mulheres,0.0
Florianópolis (SC),4º trimestre 2020,Homens,0.0
Florianópolis (SC),4º trimestre 2020,Mulheres,0.0
Florianópolis (SC),1º trimestre 2021,Homens,0.0
Florianópolis (SC),1º trimestre 2021,Mulheres,0.0
Florianópolis (SC),2º trimestre 2021,Homens,0.0
Florianópolis (SC),2º trimestre 2021,Mulheres,0.0
Florianópolis (SC),3º trimestre 2021,Homens,0.0
Florianópolis (SC),3º trimestre 2021,Mulheres,0.0
Florianópolis (SC),4º trimestre 2021,Homens,0.0
Florianópolis (SC),4º trimestre 2021,Mulheres,0.0
Florianópolis (SC),1º trimestre 2022,Homens,0.0
Florianópolis (SC),1º trimestre 2022,Mulheres,0.0
Florianópolis (SC),2º trimestre 2022,Homens,211.0
Florianópolis (SC),2º trimestre 2022,Mulheres,235.0
Florianópolis (SC),3º trimestre 2022,Homens,216.0
Florianópolis (SC),3º trimestre 2022,Mulheres,235.0
Florianópolis (SC),4º trimestre 2022,Homens,214.0
Florianópolis (SC),4º trimestre 2022,Mulheres,238.0
Florianópolis (SC),1º trimestre 2023,Homens,211.0
Florianópolis (SC),1º trimestre 2023,Mulheres,238.0
Florianópolis (SC),2º trimestre 2023,Homens,210.0
Florianópolis (SC),2º trimestre 2023,Mulheres,242.0
Florianópolis (SC),3º trimestre 2023,Homens,214.0
Florianópolis (SC),3º trimestre 2023,Mulheres,240.0
Florianópolis (SC),4º trimestre 2023,Homens,229.0
Florianópolis (SC),4º trimestre 2023,Mulheres,231.0
Florianópolis (SC),1º trimestre 2024,Homens,230.0
Florianópolis (SC),1º trimestre 2024,Mulheres,232.0
Florianópolis (SC),2º trimestre 2024,Homens,237.0
Florianópolis (SC),2º trimestre 2024,Mulheres,232.0
Florianópolis (SC),3º trimestre 2024,Homens,239.0
Florianópolis (SC),3º trimestre 2024,Mulheres,231.0
Florianópolis (SC),4º trimestre 2024,Homens,234.0
Florianópolis (SC),4º trimestre 2024,Mulheres,235.0
Porto Alegre (RS),1º trimestre 2012,Homens,541.0
Porto Alegre (RS),1º trimestre 2012,Mulheres,644.0
Porto Alegre (RS),2º trimestre 2012,Homens,549.0
Porto Alegre (RS),2º trimestre 2012,Mulheres,644.0
Porto Alegre (RS),3º trimestre 2012,Homens,552.0
Porto Alegre (RS),3º trimestre 2012,Mulheres,644.0
Porto Alegre (RS),4º trimestre 2012,Homens,550.0
Porto Alegre (RS),4º trimestre 2012,Mulheres,646.0
Porto Alegre (RS),1º trimestre 2013,Homens,570.0
Porto Alegre (RS),1º trimestre 2013,Mulheres,642.0
Porto Alegre (RS),2º trimestre 2013,Homens,561.0
Porto Alegre (RS),2º trimestre 2013,Mulheres,656.0
Porto Alegre (RS),3º trimestre 2013,Homens,560.0
Porto Alegre (RS),3º trimestre 2013,Mulheres,648.0
Porto Alegre (RS),4º trimestre 2013,Homens,559.0
Porto Alegre (RS),4º trimestre 2013,Mulheres,654.0
Porto Alegre (RS),1º trimestre 2014,Homens,568.0
Porto Alegre (RS),1º trimestre 2014,Mulheres,648.0
Porto Alegre (RS),2º trimestre 2014,Homens,566.0
Porto Alegre (RS),2º trimestre 2014,Mulheres,658.0
Porto Alegre (RS),3º trimestre 2014,Homens,572.0
Porto Alegre (RS),3º trimestre 2014,Mulheres,655.0
Porto Alegre (RS),4º trimestre 2014,Homens,567.0
Porto Alegre (RS),4º trimestre 2014,Mulheres,652.0
Porto Alegre (RS),1º trimestre 2015,Homens,551.0
Porto Alegre (RS),1º trimestre 2015,Mulheres,658.0
Porto Alegre (RS),2º trimestre 2015,Homens,547.0
Porto Alegre (RS),2º trimestre 2015,Mulheres,654.0
Porto Alegre (RS),3º trimestre 2015,Homens,548.0
Porto Alegre (RS),3º trimestre 2015,Mulheres,645.0
Porto Alegre (RS),4º trimestre 2015,Homens,544.0
Porto Alegre (RS),4º trimestre 2015,Mulheres,655.0
Porto Alegre (RS),1º trimestre 2016,Homens,551.0
Porto Alegre (RS),1º trimestre 2016,Mulheres,664.0
Porto Alegre (RS),2º trimestre 2016,Homens,557.0
Porto Alegre (RS),2º trimestre 2016,Mulheres,668.0
Porto Alegre (RS),3º trimestre 2016,Homens,567.0
Porto Alegre (RS),3º trimestre 2016,Mulheres,670.0
Porto Alegre (RS),4º trimestre 2016,Homens,572.0
Porto Alegre (RS),4º trimestre 2016,Mulheres,664.0
Porto Alegre (RS),1º trimestre 2017,Homens,565.0
Porto Alegre (RS),1º trimestre 2017,Mulheres,660.0
Porto Alegre (RS),2º trimestre 2017,Homens,551.0
Porto Alegre (RS),2º trimestre 2017,Mulheres,677.0
Porto Alegre (RS),3º trimestre 2017,Homens,550.0
Porto Alegre (RS),3º trimestre 2017,Mulheres,674.0
Porto Alegre (RS),4º trimestre 2017,Homens,541.0
Porto Alegre (RS),4º trimestre 2017,Mulheres,689.0
Porto Alegre (RS),1º trimestre 2018,Homens,548.0
Porto Alegre (RS),1º trimestre 2018,Mulheres,684.0
Porto Alegre (RS),2º trimestre 2018,Homens,568.0
Porto Alegre (RS),2º trimestre 2018,Mulheres,667.0
Porto Alegre (RS),3º trimestre 2018,Homens,562.0
Porto Alegre (RS),3º trimestre 2018,Mulheres,661.0
Porto Alegre (RS),4º trimestre 2018,Homens,570.0
Porto Alegre (RS),4º trimestre 2018,Mulheres,665.0
Porto Alegre (RS),1º trimestre 2019,Homens,574.0
Porto Alegre (RS),1º trimestre 2019,Mulheres,669.0
Porto Alegre (RS),2º trimestre 2019,Homens,578.0
Porto Alegre (RS),2º trimestre 2019,Mulheres,661.0
Porto Alegre (RS),3º trimestre 2019,Homens,584.0
Porto Alegre (RS),3º trimestre 2019,Mulheres,655.0
Porto Alegre (RS),4º trimestre 2019,Homens,598.0
Porto Alegre (RS),4º trimestre 2019,Mulheres,656.0
Porto Alegre (RS),1º trimestre 2020,Homens,585.0
Porto Alegre (RS),1º trimestre 2020,Mulheres,654.0
Porto Alegre (RS),2º trimestre 2020,Homens,0.0
Porto Alegre (RS),2º trimestre 2020,Mulheres,0.0
Porto Alegre (RS),3º trimestre 2020,Homens,0.0
Porto Alegre (RS),3º trimestre 2020,Mulheres,0.0
Porto Alegre (RS),4º trimestre 2020,Homens,0.0
Porto Alegre (RS),4º trimestre 2020,Mulheres,0.0
Porto Alegre (RS),1º trimestre 2021,Homens,0.0
Porto Alegre (RS),1º trimestre 2021,Mulheres,0.0
Porto Alegre (RS),2º trimestre 2021,Homens,0.0
Porto Alegre (RS),2º trimestre 2021,Mulheres,0.0
Porto Alegre (RS),3º trimestre 2021,Homens,0.0
Porto Alegre (RS),3º trimestre 2021,Mulheres,0.0
Porto Alegre (RS),4º trimestre 2021,Homens,0.0
Porto Alegre (RS),4º trimestre 2021,Mulheres,0.0
Porto Alegre (RS),1º trimestre 2022,Homens,0.0
Porto Alegre (RS),1º trimestre 2022,Mulheres,0.0
Porto Alegre (RS),2º trimestre 2022,Homens,590.0
Porto Alegre (RS),2º trimestre 2022,Mulheres,692.0
Porto Alegre (RS),3º trimestre 2022,Homens,599.0
Porto Alegre (RS),3º trimestre 2022,Mulheres,685.0
Porto Alegre (RS),4º trimestre 2022,Homens,615.0
Porto Alegre (RS),4º trimestre 2022,Mulheres,672.0
Porto Alegre (RS),1º trimestre 2023,Homens,595.0
Porto Alegre (RS),1º trimestre 2023,Mulheres,676.0
Porto Alegre (RS),2º trimestre 2023,Homens,593.0
Porto Alegre (RS),2º trimestre 2023,Mulheres,670.0
Porto Alegre (RS),3º trimestre 2023,Homens,595.0
Porto Alegre (RS),3º trimestre 2023,Mulheres,676.0
Porto Alegre (RS),4º trimestre 2023,Homens,594.0
Porto Alegre (RS),4º trimestre 2023,Mulheres,688.0
Porto Alegre (RS),1º trimestre 2024,Homens,587.0
Porto Alegre (RS),1º trimestre 2024,Mulheres,689.0
Porto Alegre (RS),2º trimestre 2024,Homens,589.0
Porto Alegre (RS),2º trimestre 2024,Mulheres,686.0
Porto Alegre (RS),3º trimestre 2024,Homens,592.0
Porto Alegre (RS),3º trimestre 2024,Mulheres,691.0
Porto Alegre (RS),4º trimestre 2024,Homens,595.0
Porto Alegre (RS),4º trimestre 2024,Mulheres,691.0
Campo Grande (MS),1º trimestre 2012,Homens,304.0
Campo Grande (MS),1º trimestre 2012,Mulheres,330.0
Campo Grande (MS),2º trimestre 2012,Homens,308.0
Campo Grande (MS),2º trimestre 2012,Mulheres,334.0
Campo Grande (MS),3º trimestre 2012,Homens,305.0
Campo Grande (MS),3º trimestre 2012,Mulheres,339.0
Campo Grande (MS),4º trimestre 2012,Homens,304.0
Campo Grande (MS),4º trimestre 2012,Mulheres,335.0
Campo Grande (MS),1º trimestre 2013,Homens,310.0
Campo Grande (MS),1º trimestre 2013,Mulheres,338.0
Campo Grande (MS),2º trimestre 2013,Homens,319.0
Campo Grande (MS),2º trimestre 2013,Mulheres,333.0
Campo Grande (MS),3º trimestre 2013,Homens,320.0
Campo Grande (MS),3º trimestre 2013,Mulheres,340.0
Campo Grande (MS),4º trimestre 2013,Homens,315.0
Campo Grande (MS),4º trimestre 2013,Mulheres,346.0
Campo Grande (MS),1º trimestre 2014,Homens,321.0
Campo Grande (MS),1º trimestre 2014,Mulheres,346.0
Campo Grande (MS),2º trimestre 2014,Homens,315.0
Campo Grande (MS),2º trimestre 2014,Mulheres,346.0
Campo Grande (MS),3º trimestre 2014,Homens,309.0
Campo Grande (MS),3º trimestre 2014,Mulheres,353.0
Campo Grande (MS),4º trimestre 2014,Homens,314.0
Campo Grande (MS),4º trimestre 2014,Mulheres,350.0
Campo Grande (MS),1º trimestre 2015,Homens,309.0
Campo Grande (MS),1º trimestre 2015,Mulheres,357.0
Campo Grande (MS),2º trimestre 2015,Homens,310.0
Campo Grande (MS),2º trimestre 2015,Mulheres,356.0
Campo Grande (MS),3º trimestre 2015,Homens,320.0
Campo Grande (MS),3º trimestre 2015,Mulheres,352.0
Campo Grande (MS),4º trimestre 2015,Homens,316.0
Campo Grande (MS),4º trimestre 2015,Mulheres,363.0
Campo Grande (MS),1º trimestre 2016,Homens,329.0
Campo Grande (MS),1º trimestre 2016,Mulheres,366.0
Campo Grande (MS),2º trimestre 2016,Homens,326.0
Campo Grande (MS),2º trimestre 2016,Mulheres,370.0
Campo Grande (MS),3º trimestre 2016,Homens,326.0
Campo Grande (MS),3º trimestre 2016,Mulheres,374.0
Campo Grande (MS),4º trimestre 2016,Homens,328.0
Campo Grande (MS),4º trimestre 2016,Mulheres,371.0
Campo Grande (MS),1º trimestre 2017,Homens,329.0
Campo Grande (MS),1º trimestre 2017,Mulheres,363.0
Campo Grande (MS),2º trimestre 2017,Homens,330.0
Campo Grande (MS),2º trimestre 2017,Mulheres,363.0
Campo Grande (MS),3º trimestre 2017,Homens,331.0
Campo Grande (MS),3º trimestre 2017,Mulheres,361.0
Campo Grande (MS),4º trimestre 2017,Homens,329.0
Campo Grande (MS),4º trimestre 2017,Mulheres,365.0
Campo Grande (MS),1º trimestre 2018,Homens,334.0
Campo Grande (MS),1º trimestre 2018,Mulheres,370.0
Campo Grande (MS),2º trimestre 2018,Homens,332.0
Campo Grande (MS),2º trimestre 2018,Mulheres,372.0
Campo Grande (MS),3º trimestre 2018,Homens,333.0
Campo Grande (MS),3º trimestre 2018,Mulheres,367.0
Campo Grande (MS),4º trimestre 2018,Homens,341.0
Campo Grande (MS),4º trimestre 2018,Mulheres,374.0
Campo Grande (MS),1º trimestre 2019,Homens,332.0
Campo Grande (MS),1º trimestre 2019,Mulheres,373.0
Campo Grande (MS),2º trimestre 2019,Homens,333.0
Campo Grande (MS),2º trimestre 2019,Mulheres,369.0
Campo Grande (MS),3º trimestre 2019,Homens,337.0
Campo Grande (MS),3º trimestre 2019,Mulheres,372.0
Campo Grande (MS),4º trimestre 2019,Homens,345.0
Campo Grande (MS),4º trimestre 2019,Mulheres,375.0
Campo Grande (MS),1º trimestre 2020,Homens,344.0
Campo Grande (MS),1º trimestre 2020,Mulheres,371.0
Campo Grande (MS),2º trimestre 2020,Homens,0.0
Campo Grande (MS),2º trimestre 2020,Mulheres,0.0
Campo Grande (MS),3º trimestre 2020,Homens,0.0
Campo Grande (MS),3º trimestre 2020,Mulheres,0.0
Campo Grande (MS),4º trimestre 2020,Homens,0.0
Campo Grande (MS),4º trimestre 2020,Mulheres,0.0
Campo Grande (MS),1º trimestre 2021,Homens,0.0
Campo Grande (MS),1º trimestre 2021,Mulheres,0.0
Campo Grande (MS),2º trimestre 2021,Homens,0.0
Campo Grande (MS),2º trimestre 2021,Mulheres,0.0
Campo Grande (MS),3º trimestre 2021,Homens,0.0
