municipio,trimestre,Posição na ocupação,quantidade de posição e categoria
Rondônia,1º trimestre 2018,Conta própria,213.0
Rondônia,1º trimestre 2018,Trabalhador familiar auxiliar,44.0
Rondônia,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",324.0
Rondônia,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",229.0
Rondônia,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",95.0
Rondônia,2º trimestre 2018,Trabalhador doméstico,40.0
Rondônia,2º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,9.0
Rondônia,2º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,31.0
Rondônia,2º trimestre 2018,Empregado no setor público,118.0
Rondônia,2º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",4.0
Rondônia,2º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",12.0
Rondônia,2º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,103.0
Rondônia,2º trimestre 2018,Empregador,33.0
Rondônia,2º trimestre 2018,Conta própria,210.0
Rondônia,2º trimestre 2018,Trabalhador familiar auxiliar,43.0
Rondônia,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",331.0
Rondônia,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",219.0
Rondônia,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",111.0
Rondônia,3º trimestre 2018,Trabalhador doméstico,43.0
Rondônia,3º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,9.0
Rondônia,3º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,34.0
Rondônia,3º trimestre 2018,Empregado no setor público,121.0
Rondônia,3º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",4.0
Rondônia,3º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",17.0
Rondônia,3º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,100.0
Rondônia,3º trimestre 2018,Empregador,28.0
Rondônia,3º trimestre 2018,Conta própria,225.0
Rondônia,3º trimestre 2018,Trabalhador familiar auxiliar,40.0
Rondônia,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",330.0
Rondônia,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",231.0
Rondônia,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",98.0
Rondônia,4º trimestre 2018,Trabalhador doméstico,42.0
Rondônia,4º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,8.0
Rondônia,4º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,34.0
Rondônia,4º trimestre 2018,Empregado no setor público,117.0
Rondônia,4º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",5.0
Rondônia,4º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",14.0
Rondônia,4º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,98.0
Rondônia,4º trimestre 2018,Empregador,30.0
Rondônia,4º trimestre 2018,Conta própria,237.0
Rondônia,4º trimestre 2018,Trabalhador familiar auxiliar,40.0
Rondônia,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",329.0
Rondônia,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",224.0
Rondônia,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",106.0
Rondônia,1º trimestre 2019,Trabalhador doméstico,40.0
Rondônia,1º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,8.0
Rondônia,1º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,32.0
Rondônia,1º trimestre 2019,Empregado no setor público,112.0
Rondônia,1º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",5.0
Rondônia,1º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",15.0
Rondônia,1º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,92.0
Rondônia,1º trimestre 2019,Empregador,24.0
Rondônia,1º trimestre 2019,Conta própria,243.0
Rondônia,1º trimestre 2019,Trabalhador familiar auxiliar,44.0
Rondônia,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",315.0
Rondônia,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",215.0
Rondônia,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",100.0
Rondônia,2º trimestre 2019,Trabalhador doméstico,40.0
Rondônia,2º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,8.0
Rondônia,2º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,32.0
Rondônia,2º trimestre 2019,Empregado no setor público,115.0
Rondônia,2º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",7.0
Rondônia,2º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",13.0
Rondônia,2º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,95.0
Rondônia,2º trimestre 2019,Empregador,29.0
Rondônia,2º trimestre 2019,Conta própria,255.0
Rondônia,2º trimestre 2019,Trabalhador familiar auxiliar,55.0
Rondônia,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",312.0
Rondônia,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",215.0
Rondônia,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",97.0
Rondônia,3º trimestre 2019,Trabalhador doméstico,45.0
Rondônia,3º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,9.0
Rondônia,3º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,35.0
Rondônia,3º trimestre 2019,Empregado no setor público,136.0
Rondônia,3º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",6.0
Rondônia,3º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",21.0
Rondônia,3º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,109.0
Rondônia,3º trimestre 2019,Empregador,30.0
Rondônia,3º trimestre 2019,Conta própria,241.0
Rondônia,3º trimestre 2019,Trabalhador familiar auxiliar,49.0
Rondônia,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",344.0
Rondônia,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",241.0
Rondônia,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",103.0
Rondônia,4º trimestre 2019,Trabalhador doméstico,36.0
Rondônia,4º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,10.0
Rondônia,4º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,26.0
Rondônia,4º trimestre 2019,Empregado no setor público,128.0
Rondônia,4º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",7.0
Rondônia,4º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",13.0
Rondônia,4º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,108.0
Rondônia,4º trimestre 2019,Empregador,24.0
Rondônia,4º trimestre 2019,Conta própria,235.0
Rondônia,4º trimestre 2019,Trabalhador familiar auxiliar,44.0
Rondônia,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",337.0
Rondônia,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",234.0
Rondônia,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",104.0
Rondônia,1º trimestre 2020,Trabalhador doméstico,46.0
Rondônia,1º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,14.0
Rondônia,1º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,33.0
Rondônia,1º trimestre 2020,Empregado no setor público,124.0
Rondônia,1º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",4.0
Rondônia,1º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",10.0
Rondônia,1º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,111.0
Rondônia,1º trimestre 2020,Empregador,31.0
Rondônia,1º trimestre 2020,Conta própria,241.0
Rondônia,1º trimestre 2020,Trabalhador familiar auxiliar,38.0
Rondônia,2º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",288.0
Rondônia,2º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",212.0
Rondônia,2º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",76.0
Rondônia,2º trimestre 2020,Trabalhador doméstico,28.0
Rondônia,2º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,11.0
Rondônia,2º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,18.0
Rondônia,2º trimestre 2020,Empregado no setor público,122.0
Rondônia,2º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",3.0
Rondônia,2º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",9.0
Rondônia,2º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,110.0
Rondônia,2º trimestre 2020,Empregador,21.0
Rondônia,2º trimestre 2020,Conta própria,225.0
Rondônia,2º trimestre 2020,Trabalhador familiar auxiliar,47.0
Rondônia,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",296.0
Rondônia,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",220.0
Rondônia,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",76.0
Rondônia,3º trimestre 2020,Trabalhador doméstico,31.0
Rondônia,3º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,12.0
Rondônia,3º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,19.0
Rondônia,3º trimestre 2020,Empregado no setor público,109.0
Rondônia,3º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",1.0
Rondônia,3º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",11.0
Rondônia,3º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,96.0
Rondônia,3º trimestre 2020,Empregador,18.0
Rondônia,3º trimestre 2020,Conta própria,229.0
Rondônia,3º trimestre 2020,Trabalhador familiar auxiliar,37.0
Rondônia,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",310.0
Rondônia,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",213.0
Rondônia,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",97.0
Rondônia,4º trimestre 2020,Trabalhador doméstico,33.0
Rondônia,4º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,5.0
Rondônia,4º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,27.0
Rondônia,4º trimestre 2020,Empregado no setor público,108.0
Rondônia,4º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",3.0
Rondônia,4º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",11.0
Rondônia,4º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,94.0
Rondônia,4º trimestre 2020,Empregador,27.0
Rondônia,4º trimestre 2020,Conta própria,243.0
