municipio,posição de ocupação,trimestre,quantidade de posição de ocupação
Manaus (AM),Empregado,4º trimestre 2018,597.0
Manaus (AM),Empregado,1º trimestre 2019,585.0
Manaus (AM),Empregado,2º trimestre 2019,625.0
Manaus (AM),Empregado,3º trimestre 2019,653.0
Manaus (AM),Empregado,4º trimestre 2019,653.0
Manaus (AM),Empregado,1º trimestre 2020,619.0
Manaus (AM),Empregado,2º trimestre 2020,0.0
Manaus (AM),Empregado,3º trimestre 2020,0.0
Manaus (AM),Empregado,4º trimestre 2020,0.0
Manaus (AM),Empregado,1º trimestre 2021,0.0
Manaus (AM),Empregado,2º trimestre 2021,0.0
Manaus (AM),Empregado,3º trimestre 2021,0.0
Manaus (AM),Empregado,4º trimestre 2021,0.0
Manaus (AM),Empregado,1º trimestre 2022,0.0
Manaus (AM),Empregado,2º trimestre 2022,669.0
Manaus (AM),Empregado,3º trimestre 2022,694.0
Manaus (AM),Empregado,4º trimestre 2022,683.0
Manaus (AM),Empregado,1º trimestre 2023,668.0
Manaus (AM),Empregado,2º trimestre 2023,678.0
Manaus (AM),Empregado,3º trimestre 2023,714.0
Manaus (AM),Empregado,4º trimestre 2023,709.0
Manaus (AM),Empregado,1º trimestre 2024,699.0
Manaus (AM),Empregado,2º trimestre 2024,711.0
Manaus (AM),Empregado,3º trimestre 2024,722.0
Manaus (AM),Empregado,4º trimestre 2024,730.0
Manaus (AM),Empregador,1º trimestre 2012,24.0
Manaus (AM),Empregador,2º trimestre 2012,32.0
Manaus (AM),Empregador,3º trimestre 2012,32.0
Manaus (AM),Empregador,4º trimestre 2012,35.0
Manaus (AM),Empregador,1º trimestre 2013,37.0
Manaus (AM),Empregador,2º trimestre 2013,36.0
Manaus (AM),Empregador,3º trimestre 2013,32.0
Manaus (AM),Empregador,4º trimestre 2013,39.0
Manaus (AM),Empregador,1º trimestre 2014,35.0
Manaus (AM),Empregador,2º trimestre 2014,46.0
Manaus (AM),Empregador,3º trimestre 2014,47.0
Manaus (AM),Empregador,4º trimestre 2014,37.0
Manaus (AM),Empregador,1º trimestre 2015,41.0
Manaus (AM),Empregador,2º trimestre 2015,40.0
Manaus (AM),Empregador,3º trimestre 2015,32.0
Manaus (AM),Empregador,4º trimestre 2015,33.0
Manaus (AM),Empregador,1º trimestre 2016,31.0
Manaus (AM),Empregador,2º trimestre 2016,31.0
Manaus (AM),Empregador,3º trimestre 2016,30.0
Manaus (AM),Empregador,4º trimestre 2016,27.0
Manaus (AM),Empregador,1º trimestre 2017,32.0
Manaus (AM),Empregador,2º trimestre 2017,33.0
Manaus (AM),Empregador,3º trimestre 2017,34.0
Manaus (AM),Empregador,4º trimestre 2017,35.0
Manaus (AM),Empregador,1º trimestre 2018,35.0
Manaus (AM),Empregador,2º trimestre 2018,40.0
Manaus (AM),Empregador,3º trimestre 2018,36.0
Manaus (AM),Empregador,4º trimestre 2018,31.0
Manaus (AM),Empregador,1º trimestre 2019,30.0
Manaus (AM),Empregador,2º trimestre 2019,32.0
Manaus (AM),Empregador,3º trimestre 2019,33.0
Manaus (AM),Empregador,4º trimestre 2019,36.0
Manaus (AM),Empregador,1º trimestre 2020,35.0
Manaus (AM),Empregador,2º trimestre 2020,0.0
Manaus (AM),Empregador,3º trimestre 2020,0.0
Manaus (AM),Empregador,4º trimestre 2020,0.0
Manaus (AM),Empregador,1º trimestre 2021,0.0
Manaus (AM),Empregador,2º trimestre 2021,0.0
Manaus (AM),Empregador,3º trimestre 2021,0.0
Manaus (AM),Empregador,4º trimestre 2021,0.0
Manaus (AM),Empregador,1º trimestre 2022,0.0
Manaus (AM),Empregador,2º trimestre 2022,35.0
Manaus (AM),Empregador,3º trimestre 2022,37.0
Manaus (AM),Empregador,4º trimestre 2022,37.0
Manaus (AM),Empregador,1º trimestre 2023,39.0
Manaus (AM),Empregador,2º trimestre 2023,28.0
Manaus (AM),Empregador,3º trimestre 2023,34.0
Manaus (AM),Empregador,4º trimestre 2023,36.0
Manaus (AM),Empregador,1º trimestre 2024,36.0
Manaus (AM),Empregador,2º trimestre 2024,37.0
Manaus (AM),Empregador,3º trimestre 2024,32.0
Manaus (AM),Empregador,4º trimestre 2024,33.0
Manaus (AM),Conta própria,1º trimestre 2012,159.0
Manaus (AM),Conta própria,2º trimestre 2012,153.0
Manaus (AM),Conta própria,3º trimestre 2012,161.0
Manaus (AM),Conta própria,4º trimestre 2012,170.0
Manaus (AM),Conta própria,1º trimestre 2013,157.0
Manaus (AM),Conta própria,2º trimestre 2013,171.0
Manaus (AM),Conta própria,3º trimestre 2013,168.0
Manaus (AM),Conta própria,4º trimestre 2013,165.0
Manaus (AM),Conta própria,1º trimestre 2014,161.0
Manaus (AM),Conta própria,2º trimestre 2014,164.0
Manaus (AM),Conta própria,3º trimestre 2014,174.0
Manaus (AM),Conta própria,4º trimestre 2014,174.0
Manaus (AM),Conta própria,1º trimestre 2015,181.0
Manaus (AM),Conta própria,2º trimestre 2015,182.0
Manaus (AM),Conta própria,3º trimestre 2015,207.0
Manaus (AM),Conta própria,4º trimestre 2015,215.0
Manaus (AM),Conta própria,1º trimestre 2016,210.0
Manaus (AM),Conta própria,2º trimestre 2016,220.0
Manaus (AM),Conta própria,3º trimestre 2016,234.0
Manaus (AM),Conta própria,4º trimestre 2016,226.0
Manaus (AM),Conta própria,1º trimestre 2017,209.0
Manaus (AM),Conta própria,2º trimestre 2017,214.0
Manaus (AM),Conta própria,3º trimestre 2017,206.0
Manaus (AM),Conta própria,4º trimestre 2017,223.0
Manaus (AM),Conta própria,1º trimestre 2018,225.0
Manaus (AM),Conta própria,2º trimestre 2018,221.0
Manaus (AM),Conta própria,3º trimestre 2018,225.0
Manaus (AM),Conta própria,4º trimestre 2018,234.0
Manaus (AM),Conta própria,1º trimestre 2019,247.0
Manaus (AM),Conta própria,2º trimestre 2019,261.0
Manaus (AM),Conta própria,3º trimestre 2019,248.0
Manaus (AM),Conta própria,4º trimestre 2019,248.0
Manaus (AM),Conta própria,1º trimestre 2020,274.0
Manaus (AM),Conta própria,2º trimestre 2020,0.0
Manaus (AM),Conta própria,3º trimestre 2020,0.0
Manaus (AM),Conta própria,4º trimestre 2020,0.0
Manaus (AM),Conta própria,1º trimestre 2021,0.0
Manaus (AM),Conta própria,2º trimestre 2021,0.0
Manaus (AM),Conta própria,3º trimestre 2021,0.0
Manaus (AM),Conta própria,4º trimestre 2021,0.0
Manaus (AM),Conta própria,1º trimestre 2022,0.0
Manaus (AM),Conta própria,2º trimestre 2022,309.0
Manaus (AM),Conta própria,3º trimestre 2022,281.0
Manaus (AM),Conta própria,4º trimestre 2022,275.0
Manaus (AM),Conta própria,1º trimestre 2023,258.0
Manaus (AM),Conta própria,2º trimestre 2023,267.0
Manaus (AM),Conta própria,3º trimestre 2023,249.0
Manaus (AM),Conta própria,4º trimestre 2023,261.0
Manaus (AM),Conta própria,1º trimestre 2024,259.0
Manaus (AM),Conta própria,2º trimestre 2024,275.0
Manaus (AM),Conta própria,3º trimestre 2024,273.0
Manaus (AM),Conta própria,4º trimestre 2024,286.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2012,15.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2012,17.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2012,16.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2012,18.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2013,15.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2013,11.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2013,9.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2013,8.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2014,10.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2014,14.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2014,11.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2014,16.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2015,13.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2015,13.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2015,12.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2015,7.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2016,11.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2016,19.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2016,19.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2016,13.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2017,15.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2017,18.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2017,15.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2017,13.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2018,16.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2018,7.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2018,14.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2018,13.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2019,12.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2019,16.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2019,11.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2019,18.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2020,22.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2022,23.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2022,16.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2022,12.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2023,16.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2023,16.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2023,12.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2023,12.0
Manaus (AM),Trabalhador familiar auxiliar,1º trimestre 2024,9.0
Manaus (AM),Trabalhador familiar auxiliar,2º trimestre 2024,6.0
Manaus (AM),Trabalhador familiar auxiliar,3º trimestre 2024,8.0
Manaus (AM),Trabalhador familiar auxiliar,4º trimestre 2024,9.0
Boa Vista (RR),Empregado,1º trimestre 2012,96.0
Boa Vista (RR),Empregado,2º trimestre 2012,98.0
Boa Vista (RR),Empregado,3º trimestre 2012,99.0
Boa Vista (RR),Empregado,4º trimestre 2012,99.0
Boa Vista (RR),Empregado,1º trimestre 2013,96.0
Boa Vista (RR),Empregado,2º trimestre 2013,102.0
Boa Vista (RR),Empregado,3º trimestre 2013,103.0
Boa Vista (RR),Empregado,4º trimestre 2013,100.0
Boa Vista (RR),Empregado,1º trimestre 2014,103.0
Boa Vista (RR),Empregado,2º trimestre 2014,105.0
Boa Vista (RR),Empregado,3º trimestre 2014,102.0
Boa Vista (RR),Empregado,4º trimestre 2014,107.0
Boa Vista (RR),Empregado,1º trimestre 2015,104.0
Boa Vista (RR),Empregado,2º trimestre 2015,106.0
Boa Vista (RR),Empregado,3º trimestre 2015,102.0
Boa Vista (RR),Empregado,4º trimestre 2015,112.0
Boa Vista (RR),Empregado,1º trimestre 2016,108.0
Boa Vista (RR),Empregado,2º trimestre 2016,108.0
Boa Vista (RR),Empregado,3º trimestre 2016,103.0
Boa Vista (RR),Empregado,4º trimestre 2016,105.0
Boa Vista (RR),Empregado,1º trimestre 2017,103.0
Boa Vista (RR),Empregado,2º trimestre 2017,105.0
Boa Vista (RR),Empregado,3º trimestre 2017,110.0
Boa Vista (RR),Empregado,4º trimestre 2017,112.0
Boa Vista (RR),Empregado,1º trimestre 2018,113.0
Boa Vista (RR),Empregado,2º trimestre 2018,115.0
Boa Vista (RR),Empregado,3º trimestre 2018,114.0
Boa Vista (RR),Empregado,4º trimestre 2018,114.0
Boa Vista (RR),Empregado,1º trimestre 2019,110.0
Boa Vista (RR),Empregado,2º trimestre 2019,107.0
Boa Vista (RR),Empregado,3º trimestre 2019,111.0
Boa Vista (RR),Empregado,4º trimestre 2019,113.0
Boa Vista (RR),Empregado,1º trimestre 2020,108.0
Boa Vista (RR),Empregado,2º trimestre 2020,0.0
Boa Vista (RR),Empregado,3º trimestre 2020,0.0
Boa Vista (RR),Empregado,4º trimestre 2020,0.0
Boa Vista (RR),Empregado,1º trimestre 2021,0.0
Boa Vista (RR),Empregado,2º trimestre 2021,0.0
Boa Vista (RR),Empregado,3º trimestre 2021,0.0
Boa Vista (RR),Empregado,4º trimestre 2021,0.0
Boa Vista (RR),Empregado,1º trimestre 2022,0.0
Boa Vista (RR),Empregado,2º trimestre 2022,134.0
Boa Vista (RR),Empregado,3º trimestre 2022,137.0
Boa Vista (RR),Empregado,4º trimestre 2022,138.0
Boa Vista (RR),Empregado,1º trimestre 2023,139.0
Boa Vista (RR),Empregado,2º trimestre 2023,132.0
Boa Vista (RR),Empregado,3º trimestre 2023,137.0
Boa Vista (RR),Empregado,4º trimestre 2023,144.0
Boa Vista (RR),Empregado,1º trimestre 2024,140.0
Boa Vista (RR),Empregado,2º trimestre 2024,148.0
Boa Vista (RR),Empregado,3º trimestre 2024,156.0
Boa Vista (RR),Empregado,4º trimestre 2024,154.0
Boa Vista (RR),Empregador,1º trimestre 2012,4.0
Boa Vista (RR),Empregador,2º trimestre 2012,5.0
Boa Vista (RR),Empregador,3º trimestre 2012,4.0
Boa Vista (RR),Empregador,4º trimestre 2012,5.0
Boa Vista (RR),Empregador,1º trimestre 2013,5.0
Boa Vista (RR),Empregador,2º trimestre 2013,6.0
Boa Vista (RR),Empregador,3º trimestre 2013,6.0
Boa Vista (RR),Empregador,4º trimestre 2013,5.0
Boa Vista (RR),Empregador,1º trimestre 2014,4.0
Boa Vista (RR),Empregador,2º trimestre 2014,5.0
Boa Vista (RR),Empregador,3º trimestre 2014,5.0
Boa Vista (RR),Empregador,4º trimestre 2014,7.0
Boa Vista (RR),Empregador,1º trimestre 2015,5.0
Boa Vista (RR),Empregador,2º trimestre 2015,4.0
Boa Vista (RR),Empregador,3º trimestre 2015,5.0
Boa Vista (RR),Empregador,4º trimestre 2015,5.0
Boa Vista (RR),Empregador,1º trimestre 2016,5.0
Boa Vista (RR),Empregador,2º trimestre 2016,6.0
Boa Vista (RR),Empregador,3º trimestre 2016,7.0
Boa Vista (RR),Empregador,4º trimestre 2016,7.0
Boa Vista (RR),Empregador,1º trimestre 2017,6.0
Boa Vista (RR),Empregador,2º trimestre 2017,6.0
Boa Vista (RR),Empregador,3º trimestre 2017,6.0
Boa Vista (RR),Empregador,4º trimestre 2017,5.0
Boa Vista (RR),Empregador,1º trimestre 2018,5.0
Boa Vista (RR),Empregador,2º trimestre 2018,7.0
Boa Vista (RR),Empregador,3º trimestre 2018,6.0
Boa Vista (RR),Empregador,4º trimestre 2018,6.0
Boa Vista (RR),Empregador,1º trimestre 2019,7.0
Boa Vista (RR),Empregador,2º trimestre 2019,9.0
Boa Vista (RR),Empregador,3º trimestre 2019,8.0
Boa Vista (RR),Empregador,4º trimestre 2019,8.0
Boa Vista (RR),Empregador,1º trimestre 2020,8.0
Boa Vista (RR),Empregador,2º trimestre 2020,0.0
Boa Vista (RR),Empregador,3º trimestre 2020,0.0
Boa Vista (RR),Empregador,4º trimestre 2020,0.0
Boa Vista (RR),Empregador,1º trimestre 2021,0.0
Boa Vista (RR),Empregador,2º trimestre 2021,0.0
Boa Vista (RR),Empregador,3º trimestre 2021,0.0
Boa Vista (RR),Empregador,4º trimestre 2021,0.0
Boa Vista (RR),Empregador,1º trimestre 2022,0.0
Boa Vista (RR),Empregador,2º trimestre 2022,5.0
Boa Vista (RR),Empregador,3º trimestre 2022,6.0
Boa Vista (RR),Empregador,4º trimestre 2022,4.0
Boa Vista (RR),Empregador,1º trimestre 2023,5.0
Boa Vista (RR),Empregador,2º trimestre 2023,6.0
Boa Vista (RR),Empregador,3º trimestre 2023,5.0
Boa Vista (RR),Empregador,4º trimestre 2023,5.0
Boa Vista (RR),Empregador,1º trimestre 2024,6.0
Boa Vista (RR),Empregador,2º trimestre 2024,6.0
Boa Vista (RR),Empregador,3º trimestre 2024,6.0
Boa Vista (RR),Empregador,4º trimestre 2024,7.0
Boa Vista (RR),Conta própria,1º trimestre 2012,25.0
Boa Vista (RR),Conta própria,2º trimestre 2012,24.0
Boa Vista (RR),Conta própria,3º trimestre 2012,29.0
Boa Vista (RR),Conta própria,4º trimestre 2012,26.0
Boa Vista (RR),Conta própria,1º trimestre 2013,28.0
Boa Vista (RR),Conta própria,2º trimestre 2013,26.0
Boa Vista (RR),Conta própria,3º trimestre 2013,29.0
Boa Vista (RR),Conta própria,4º trimestre 2013,31.0
Boa Vista (RR),Conta própria,1º trimestre 2014,33.0
Boa Vista (RR),Conta própria,2º trimestre 2014,35.0
Boa Vista (RR),Conta própria,3º trimestre 2014,34.0
Boa Vista (RR),Conta própria,4º trimestre 2014,33.0
Boa Vista (RR),Conta própria,1º trimestre 2015,34.0
Boa Vista (RR),Conta própria,2º trimestre 2015,34.0
Boa Vista (RR),Conta própria,3º trimestre 2015,34.0
Boa Vista (RR),Conta própria,4º trimestre 2015,33.0
Boa Vista (RR),Conta própria,1º trimestre 2016,36.0
Boa Vista (RR),Conta própria,2º trimestre 2016,34.0
Boa Vista (RR),Conta própria,3º trimestre 2016,31.0
Boa Vista (RR),Conta própria,4º trimestre 2016,30.0
Boa Vista (RR),Conta própria,1º trimestre 2017,33.0
Boa Vista (RR),Conta própria,2º trimestre 2017,36.0
Boa Vista (RR),Conta própria,3º trimestre 2017,34.0
Boa Vista (RR),Conta própria,4º trimestre 2017,35.0
Boa Vista (RR),Conta própria,1º trimestre 2018,38.0
Boa Vista (RR),Conta própria,2º trimestre 2018,37.0
Boa Vista (RR),Conta própria,3º trimestre 2018,38.0
Boa Vista (RR),Conta própria,4º trimestre 2018,42.0
Boa Vista (RR),Conta própria,1º trimestre 2019,43.0
Boa Vista (RR),Conta própria,2º trimestre 2019,39.0
Boa Vista (RR),Conta própria,3º trimestre 2019,38.0
Boa Vista (RR),Conta própria,4º trimestre 2019,39.0
Boa Vista (RR),Conta própria,1º trimestre 2020,38.0
Boa Vista (RR),Conta própria,2º trimestre 2020,0.0
Boa Vista (RR),Conta própria,3º trimestre 2020,0.0
Boa Vista (RR),Conta própria,4º trimestre 2020,0.0
Boa Vista (RR),Conta própria,1º trimestre 2021,0.0
Boa Vista (RR),Conta própria,2º trimestre 2021,0.0
Boa Vista (RR),Conta própria,3º trimestre 2021,0.0
Boa Vista (RR),Conta própria,4º trimestre 2021,0.0
Boa Vista (RR),Conta própria,1º trimestre 2022,0.0
Boa Vista (RR),Conta própria,2º trimestre 2022,45.0
Boa Vista (RR),Conta própria,3º trimestre 2022,44.0
Boa Vista (RR),Conta própria,4º trimestre 2022,48.0
Boa Vista (RR),Conta própria,1º trimestre 2023,49.0
Boa Vista (RR),Conta própria,2º trimestre 2023,43.0
Boa Vista (RR),Conta própria,3º trimestre 2023,46.0
Boa Vista (RR),Conta própria,4º trimestre 2023,49.0
Boa Vista (RR),Conta própria,1º trimestre 2024,45.0
Boa Vista (RR),Conta própria,2º trimestre 2024,46.0
Boa Vista (RR),Conta própria,3º trimestre 2024,46.0
Boa Vista (RR),Conta própria,4º trimestre 2024,45.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2012,1.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2012,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2012,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2012,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2013,1.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2013,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2013,4.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2013,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2014,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2014,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2014,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2014,4.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2015,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2015,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2015,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2015,1.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2016,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2016,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2016,1.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2016,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2017,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2017,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2017,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2017,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2018,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2018,1.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2018,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2018,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2019,4.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2019,4.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2019,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2019,3.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2020,2.0
Boa Vista (RR),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Boa Vista (RR),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Boa Vista (RR),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Boa Vista (RR),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
