municipio,trimestre,Condição de ocupação,quantidade de condição de ocupação
Manaus (AM),1º trimestre 2012,Fora da força de trabalho,473
Manaus (AM),2º trimestre 2012,Força de trabalho,926
Manaus (AM),2º trimestre 2012,Força de trabalho - ocupada,818
Manaus (AM),2º trimestre 2012,Força de trabalho - desocupada,107
Manaus (AM),2º trimestre 2012,Fora da força de trabalho,492
Manaus (AM),3º trimestre 2012,Força de trabalho,931
Manaus (AM),3º trimestre 2012,Força de trabalho - ocupada,813
Manaus (AM),3º trimestre 2012,Força de trabalho - desocupada,117
Manaus (AM),3º trimestre 2012,Fora da força de trabalho,500
Manaus (AM),4º trimestre 2012,Força de trabalho,949
Manaus (AM),4º trimestre 2012,Força de trabalho - ocupada,851
Manaus (AM),4º trimestre 2012,Força de trabalho - desocupada,98
Manaus (AM),4º trimestre 2012,Fora da força de trabalho,488
Manaus (AM),1º trimestre 2013,Força de trabalho,955
Manaus (AM),1º trimestre 2013,Força de trabalho - ocupada,829
Manaus (AM),1º trimestre 2013,Força de trabalho - desocupada,126
Manaus (AM),1º trimestre 2013,Fora da força de trabalho,487
Manaus (AM),2º trimestre 2013,Força de trabalho,967
Manaus (AM),2º trimestre 2013,Força de trabalho - ocupada,847
Manaus (AM),2º trimestre 2013,Força de trabalho - desocupada,121
Manaus (AM),2º trimestre 2013,Fora da força de trabalho,484
Manaus (AM),3º trimestre 2013,Força de trabalho,960
Manaus (AM),3º trimestre 2013,Força de trabalho - ocupada,859
Manaus (AM),3º trimestre 2013,Força de trabalho - desocupada,101
Manaus (AM),3º trimestre 2013,Fora da força de trabalho,507
Manaus (AM),4º trimestre 2013,Força de trabalho,976
Manaus (AM),4º trimestre 2013,Força de trabalho - ocupada,887
Manaus (AM),4º trimestre 2013,Força de trabalho - desocupada,89
Manaus (AM),4º trimestre 2013,Fora da força de trabalho,493
Manaus (AM),1º trimestre 2014,Força de trabalho,946
Manaus (AM),1º trimestre 2014,Força de trabalho - ocupada,850
Manaus (AM),1º trimestre 2014,Força de trabalho - desocupada,95
Manaus (AM),1º trimestre 2014,Fora da força de trabalho,522
Manaus (AM),2º trimestre 2014,Força de trabalho,972
Manaus (AM),2º trimestre 2014,Força de trabalho - ocupada,871
Manaus (AM),2º trimestre 2014,Força de trabalho - desocupada,101
Manaus (AM),2º trimestre 2014,Fora da força de trabalho,506
Manaus (AM),3º trimestre 2014,Força de trabalho,969
Manaus (AM),3º trimestre 2014,Força de trabalho - ocupada,888
Manaus (AM),3º trimestre 2014,Força de trabalho - desocupada,81
Manaus (AM),3º trimestre 2014,Fora da força de trabalho,519
Manaus (AM),4º trimestre 2014,Força de trabalho,962
Manaus (AM),4º trimestre 2014,Força de trabalho - ocupada,873
Manaus (AM),4º trimestre 2014,Força de trabalho - desocupada,89
Manaus (AM),4º trimestre 2014,Fora da força de trabalho,539
Manaus (AM),1º trimestre 2015,Força de trabalho,958
Manaus (AM),1º trimestre 2015,Força de trabalho - ocupada,847
Manaus (AM),1º trimestre 2015,Força de trabalho - desocupada,110
Manaus (AM),1º trimestre 2015,Fora da força de trabalho,548
Manaus (AM),2º trimestre 2015,Força de trabalho,957
Manaus (AM),2º trimestre 2015,Força de trabalho - ocupada,840
Manaus (AM),2º trimestre 2015,Força de trabalho - desocupada,117
Manaus (AM),2º trimestre 2015,Fora da força de trabalho,554
Manaus (AM),3º trimestre 2015,Força de trabalho,978
Manaus (AM),3º trimestre 2015,Força de trabalho - ocupada,855
Manaus (AM),3º trimestre 2015,Força de trabalho - desocupada,123
Manaus (AM),3º trimestre 2015,Fora da força de trabalho,556
Manaus (AM),4º trimestre 2015,Força de trabalho,964
Manaus (AM),4º trimestre 2015,Força de trabalho - ocupada,858
Manaus (AM),4º trimestre 2015,Força de trabalho - desocupada,107
Manaus (AM),4º trimestre 2015,Fora da força de trabalho,583
Manaus (AM),1º trimestre 2016,Força de trabalho,1013
Manaus (AM),1º trimestre 2016,Força de trabalho - ocupada,842
Manaus (AM),1º trimestre 2016,Força de trabalho - desocupada,172
Manaus (AM),1º trimestre 2016,Fora da força de trabalho,528
Manaus (AM),2º trimestre 2016,Força de trabalho,1064
Manaus (AM),2º trimestre 2016,Força de trabalho - ocupada,878
Manaus (AM),2º trimestre 2016,Força de trabalho - desocupada,187
Manaus (AM),2º trimestre 2016,Fora da força de trabalho,495
Manaus (AM),3º trimestre 2016,Força de trabalho,1045
Manaus (AM),3º trimestre 2016,Força de trabalho - ocupada,868
Manaus (AM),3º trimestre 2016,Força de trabalho - desocupada,177
Manaus (AM),3º trimestre 2016,Fora da força de trabalho,528
Manaus (AM),4º trimestre 2016,Força de trabalho,1028
Manaus (AM),4º trimestre 2016,Força de trabalho - ocupada,832
Manaus (AM),4º trimestre 2016,Força de trabalho - desocupada,196
Manaus (AM),4º trimestre 2016,Fora da força de trabalho,547
Manaus (AM),1º trimestre 2017,Força de trabalho,1042
Manaus (AM),1º trimestre 2017,Força de trabalho - ocupada,819
Manaus (AM),1º trimestre 2017,Força de trabalho - desocupada,224
Manaus (AM),1º trimestre 2017,Fora da força de trabalho,533
Manaus (AM),2º trimestre 2017,Força de trabalho,1054
Manaus (AM),2º trimestre 2017,Força de trabalho - ocupada,845
Manaus (AM),2º trimestre 2017,Força de trabalho - desocupada,209
Manaus (AM),2º trimestre 2017,Fora da força de trabalho,533
Manaus (AM),3º trimestre 2017,Força de trabalho,1043
Manaus (AM),3º trimestre 2017,Força de trabalho - ocupada,821
Manaus (AM),3º trimestre 2017,Força de trabalho - desocupada,222
Manaus (AM),3º trimestre 2017,Fora da força de trabalho,568
Manaus (AM),4º trimestre 2017,Força de trabalho,1036
Manaus (AM),4º trimestre 2017,Força de trabalho - ocupada,840
Manaus (AM),4º trimestre 2017,Força de trabalho - desocupada,196
Manaus (AM),4º trimestre 2017,Fora da força de trabalho,592
Manaus (AM),1º trimestre 2018,Força de trabalho,1061
Manaus (AM),1º trimestre 2018,Força de trabalho - ocupada,858
Manaus (AM),1º trimestre 2018,Força de trabalho - desocupada,203
Manaus (AM),1º trimestre 2018,Fora da força de trabalho,607
Manaus (AM),2º trimestre 2018,Força de trabalho,1049
Manaus (AM),2º trimestre 2018,Força de trabalho - ocupada,862
Manaus (AM),2º trimestre 2018,Força de trabalho - desocupada,187
Manaus (AM),2º trimestre 2018,Fora da força de trabalho,629
Manaus (AM),3º trimestre 2018,Força de trabalho,1055
Manaus (AM),3º trimestre 2018,Força de trabalho - ocupada,869
Manaus (AM),3º trimestre 2018,Força de trabalho - desocupada,185
Manaus (AM),3º trimestre 2018,Fora da força de trabalho,639
Manaus (AM),4º trimestre 2018,Força de trabalho,1074
Manaus (AM),4º trimestre 2018,Força de trabalho - ocupada,875
Manaus (AM),4º trimestre 2018,Força de trabalho - desocupada,199
Manaus (AM),4º trimestre 2018,Fora da força de trabalho,621
Manaus (AM),1º trimestre 2019,Força de trabalho,1088
Manaus (AM),1º trimestre 2019,Força de trabalho - ocupada,875
Manaus (AM),1º trimestre 2019,Força de trabalho - desocupada,213
Manaus (AM),1º trimestre 2019,Fora da força de trabalho,615
Manaus (AM),2º trimestre 2019,Força de trabalho,1139
Manaus (AM),2º trimestre 2019,Força de trabalho - ocupada,935
Manaus (AM),2º trimestre 2019,Força de trabalho - desocupada,204
Manaus (AM),2º trimestre 2019,Fora da força de trabalho,551
Manaus (AM),3º trimestre 2019,Força de trabalho,1146
Manaus (AM),3º trimestre 2019,Força de trabalho - ocupada,946
Manaus (AM),3º trimestre 2019,Força de trabalho - desocupada,200
Manaus (AM),3º trimestre 2019,Fora da força de trabalho,547
Manaus (AM),4º trimestre 2019,Força de trabalho,1152
Manaus (AM),4º trimestre 2019,Força de trabalho - ocupada,955
Manaus (AM),4º trimestre 2019,Força de trabalho - desocupada,196
Manaus (AM),4º trimestre 2019,Fora da força de trabalho,562
Manaus (AM),1º trimestre 2020,Força de trabalho,1167
Manaus (AM),1º trimestre 2020,Força de trabalho - ocupada,949
Manaus (AM),1º trimestre 2020,Força de trabalho - desocupada,218
Manaus (AM),1º trimestre 2020,Fora da força de trabalho,555
Manaus (AM),2º trimestre 2020,Força de trabalho,0
Manaus (AM),2º trimestre 2020,Força de trabalho - ocupada,0
Manaus (AM),2º trimestre 2020,Força de trabalho - desocupada,0
Manaus (AM),2º trimestre 2020,Fora da força de trabalho,0
Manaus (AM),3º trimestre 2020,Força de trabalho,0
Manaus (AM),3º trimestre 2020,Força de trabalho - ocupada,0
Manaus (AM),3º trimestre 2020,Força de trabalho - desocupada,0
Manaus (AM),3º trimestre 2020,Fora da força de trabalho,0
Manaus (AM),4º trimestre 2020,Força de trabalho,0
Manaus (AM),4º trimestre 2020,Força de trabalho - ocupada,0
Manaus (AM),4º trimestre 2020,Força de trabalho - desocupada,0
Manaus (AM),4º trimestre 2020,Fora da força de trabalho,0
Manaus (AM),1º trimestre 2021,Força de trabalho,0
Manaus (AM),1º trimestre 2021,Força de trabalho - ocupada,0
Manaus (AM),1º trimestre 2021,Força de trabalho - desocupada,0
Manaus (AM),1º trimestre 2021,Fora da força de trabalho,0
Manaus (AM),2º trimestre 2021,Força de trabalho,0
Manaus (AM),2º trimestre 2021,Força de trabalho - ocupada,0
Manaus (AM),2º trimestre 2021,Força de trabalho - desocupada,0
Manaus (AM),2º trimestre 2021,Fora da força de trabalho,0
Manaus (AM),3º trimestre 2021,Força de trabalho,0
Manaus (AM),3º trimestre 2021,Força de trabalho - ocupada,0
Manaus (AM),3º trimestre 2021,Força de trabalho - desocupada,0
Manaus (AM),3º trimestre 2021,Fora da força de trabalho,0
Manaus (AM),4º trimestre 2021,Força de trabalho,0
Manaus (AM),4º trimestre 2021,Força de trabalho - ocupada,0
Manaus (AM),4º trimestre 2021,Força de trabalho - desocupada,0
Manaus (AM),4º trimestre 2021,Fora da força de trabalho,0
Manaus (AM),1º trimestre 2022,Força de trabalho,0
Manaus (AM),1º trimestre 2022,Força de trabalho - ocupada,0
Manaus (AM),1º trimestre 2022,Força de trabalho - desocupada,0
Manaus (AM),1º trimestre 2022,Fora da força de trabalho,0
Manaus (AM),2º trimestre 2022,Força de trabalho,1181
Manaus (AM),2º trimestre 2022,Força de trabalho - ocupada,1036
Manaus (AM),2º trimestre 2022,Força de trabalho - desocupada,145
Manaus (AM),2º trimestre 2022,Fora da força de trabalho,578
Manaus (AM),3º trimestre 2022,Força de trabalho,1166
Manaus (AM),3º trimestre 2022,Força de trabalho - ocupada,1028
Manaus (AM),3º trimestre 2022,Força de trabalho - desocupada,137
Manaus (AM),3º trimestre 2022,Fora da força de trabalho,594
Manaus (AM),4º trimestre 2022,Força de trabalho,1149
Manaus (AM),4º trimestre 2022,Força de trabalho - ocupada,1007
Manaus (AM),4º trimestre 2022,Força de trabalho - desocupada,142
Manaus (AM),4º trimestre 2022,Fora da força de trabalho,621
Manaus (AM),1º trimestre 2023,Força de trabalho,1126
Manaus (AM),1º trimestre 2023,Força de trabalho - ocupada,982
Manaus (AM),1º trimestre 2023,Força de trabalho - desocupada,144
Manaus (AM),1º trimestre 2023,Fora da força de trabalho,651
Manaus (AM),2º trimestre 2023,Força de trabalho,1133
Manaus (AM),2º trimestre 2023,Força de trabalho - ocupada,989
Manaus (AM),2º trimestre 2023,Força de trabalho - desocupada,144
Manaus (AM),2º trimestre 2023,Fora da força de trabalho,649
Manaus (AM),3º trimestre 2023,Força de trabalho,1147
Manaus (AM),3º trimestre 2023,Força de trabalho - ocupada,1009
Manaus (AM),3º trimestre 2023,Força de trabalho - desocupada,138
Manaus (AM),3º trimestre 2023,Fora da força de trabalho,663
Manaus (AM),4º trimestre 2023,Força de trabalho,1145
Manaus (AM),4º trimestre 2023,Força de trabalho - ocupada,1018
Manaus (AM),4º trimestre 2023,Força de trabalho - desocupada,127
Manaus (AM),4º trimestre 2023,Fora da força de trabalho,692
Manaus (AM),1º trimestre 2024,Força de trabalho,1133
Manaus (AM),1º trimestre 2024,Força de trabalho - ocupada,1002
Manaus (AM),1º trimestre 2024,Força de trabalho - desocupada,131
Manaus (AM),1º trimestre 2024,Fora da força de trabalho,706
Manaus (AM),2º trimestre 2024,Força de trabalho,1144
Manaus (AM),2º trimestre 2024,Força de trabalho - ocupada,1029
Manaus (AM),2º trimestre 2024,Força de trabalho - desocupada,115
Manaus (AM),2º trimestre 2024,Fora da força de trabalho,719
Manaus (AM),3º trimestre 2024,Força de trabalho,1150
Manaus (AM),3º trimestre 2024,Força de trabalho - ocupada,1035
Manaus (AM),3º trimestre 2024,Força de trabalho - desocupada,115
Manaus (AM),3º trimestre 2024,Fora da força de trabalho,744
Manaus (AM),4º trimestre 2024,Força de trabalho,1174
Manaus (AM),4º trimestre 2024,Força de trabalho - ocupada,1058
Manaus (AM),4º trimestre 2024,Força de trabalho - desocupada,117
Manaus (AM),4º trimestre 2024,Fora da força de trabalho,717
Boa Vista (RR),1º trimestre 2012,Força de trabalho,139
Boa Vista (RR),1º trimestre 2012,Força de trabalho - ocupada,126
Boa Vista (RR),1º trimestre 2012,Força de trabalho - desocupada,13
Boa Vista (RR),1º trimestre 2012,Fora da força de trabalho,74
Boa Vista (RR),2º trimestre 2012,Força de trabalho,137
Boa Vista (RR),2º trimestre 2012,Força de trabalho - ocupada,129
Boa Vista (RR),2º trimestre 2012,Força de trabalho - desocupada,9
Boa Vista (RR),2º trimestre 2012,Fora da força de trabalho,77
Boa Vista (RR),3º trimestre 2012,Força de trabalho,144
Boa Vista (RR),3º trimestre 2012,Força de trabalho - ocupada,133
Boa Vista (RR),3º trimestre 2012,Força de trabalho - desocupada,11
Boa Vista (RR),3º trimestre 2012,Fora da força de trabalho,72
Boa Vista (RR),4º trimestre 2012,Força de trabalho,145
Boa Vista (RR),4º trimestre 2012,Força de trabalho - ocupada,133
Boa Vista (RR),4º trimestre 2012,Força de trabalho - desocupada,12
Boa Vista (RR),4º trimestre 2012,Fora da força de trabalho,74
Boa Vista (RR),1º trimestre 2013,Força de trabalho,143
Boa Vista (RR),1º trimestre 2013,Força de trabalho - ocupada,131
Boa Vista (RR),1º trimestre 2013,Força de trabalho - desocupada,12
Boa Vista (RR),1º trimestre 2013,Fora da força de trabalho,77
Boa Vista (RR),2º trimestre 2013,Força de trabalho,150
Boa Vista (RR),2º trimestre 2013,Força de trabalho - ocupada,136
Boa Vista (RR),2º trimestre 2013,Força de trabalho - desocupada,14
Boa Vista (RR),2º trimestre 2013,Fora da força de trabalho,73
Boa Vista (RR),3º trimestre 2013,Força de trabalho,154
Boa Vista (RR),3º trimestre 2013,Força de trabalho - ocupada,141
Boa Vista (RR),3º trimestre 2013,Força de trabalho - desocupada,13
Boa Vista (RR),3º trimestre 2013,Fora da força de trabalho,69
Boa Vista (RR),4º trimestre 2013,Força de trabalho,149
Boa Vista (RR),4º trimestre 2013,Força de trabalho - ocupada,139
Boa Vista (RR),4º trimestre 2013,Força de trabalho - desocupada,11
Boa Vista (RR),4º trimestre 2013,Fora da força de trabalho,73
Boa Vista (RR),1º trimestre 2014,Força de trabalho,157
Boa Vista (RR),1º trimestre 2014,Força de trabalho - ocupada,144
Boa Vista (RR),1º trimestre 2014,Força de trabalho - desocupada,13
Boa Vista (RR),1º trimestre 2014,Fora da força de trabalho,71
Boa Vista (RR),2º trimestre 2014,Força de trabalho,156
Boa Vista (RR),2º trimestre 2014,Força de trabalho - ocupada,147
Boa Vista (RR),2º trimestre 2014,Força de trabalho - desocupada,9
Boa Vista (RR),2º trimestre 2014,Fora da força de trabalho,74
Boa Vista (RR),3º trimestre 2014,Força de trabalho,154
Boa Vista (RR),3º trimestre 2014,Força de trabalho - ocupada,144
Boa Vista (RR),3º trimestre 2014,Força de trabalho - desocupada,10
Boa Vista (RR),3º trimestre 2014,Fora da força de trabalho,78
Boa Vista (RR),4º trimestre 2014,Força de trabalho,163
Boa Vista (RR),4º trimestre 2014,Força de trabalho - ocupada,151
Boa Vista (RR),4º trimestre 2014,Força de trabalho - desocupada,12
Boa Vista (RR),4º trimestre 2014,Fora da força de trabalho,74
Boa Vista (RR),1º trimestre 2015,Força de trabalho,162
Boa Vista (RR),1º trimestre 2015,Força de trabalho - ocupada,146
Boa Vista (RR),1º trimestre 2015,Força de trabalho - desocupada,16
Boa Vista (RR),1º trimestre 2015,Fora da força de trabalho,78
Boa Vista (RR),2º trimestre 2015,Força de trabalho,160
Boa Vista (RR),2º trimestre 2015,Força de trabalho - ocupada,147
Boa Vista (RR),2º trimestre 2015,Força de trabalho - desocupada,13
Boa Vista (RR),2º trimestre 2015,Fora da força de trabalho,83
Boa Vista (RR),3º trimestre 2015,Força de trabalho,160
Boa Vista (RR),3º trimestre 2015,Força de trabalho - ocupada,143
Boa Vista (RR),3º trimestre 2015,Força de trabalho - desocupada,17
Boa Vista (RR),3º trimestre 2015,Fora da força de trabalho,85
Boa Vista (RR),4º trimestre 2015,Força de trabalho,166
Boa Vista (RR),4º trimestre 2015,Força de trabalho - ocupada,151
Boa Vista (RR),4º trimestre 2015,Força de trabalho - desocupada,15
Boa Vista (RR),4º trimestre 2015,Fora da força de trabalho,83
Boa Vista (RR),1º trimestre 2016,Força de trabalho,166
Boa Vista (RR),1º trimestre 2016,Força de trabalho - ocupada,152
Boa Vista (RR),1º trimestre 2016,Força de trabalho - desocupada,14
Boa Vista (RR),1º trimestre 2016,Fora da força de trabalho,83
Boa Vista (RR),2º trimestre 2016,Força de trabalho,165
Boa Vista (RR),2º trimestre 2016,Força de trabalho - ocupada,150
Boa Vista (RR),2º trimestre 2016,Força de trabalho - desocupada,14
Boa Vista (RR),2º trimestre 2016,Fora da força de trabalho,85
Boa Vista (RR),3º trimestre 2016,Força de trabalho,158
Boa Vista (RR),3º trimestre 2016,Força de trabalho - ocupada,142
Boa Vista (RR),3º trimestre 2016,Força de trabalho - desocupada,16
